sequence,timestamp_et,tminus_scheduled,tminus_actual_bell,leg,phase,bid,ask,last_trade,rolling_true_print_count_60s,router_return,manager_eligible,signed_non_decision,code_path,overwritten_or_unreached
3596,2026-07-19T11:11:44.000000-04:00,T-78.267,T-83.267,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,17,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3597,2026-07-19T11:11:44.000000-04:00,T-78.267,T-83.267,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,17,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3607,2026-07-19T11:11:56.000000-04:00,T-78.067,T-83.067,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,17,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3608,2026-07-19T11:11:57.000000-04:00,T-78.050,T-83.050,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,17,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3612,2026-07-19T11:12:49.000000-04:00,T-77.183,T-82.183,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3613,2026-07-19T11:12:49.000000-04:00,T-77.183,T-82.183,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3614,2026-07-19T11:12:55.000000-04:00,T-77.083,T-82.083,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3616,2026-07-19T11:13:54.000000-04:00,T-76.100,T-81.100,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3617,2026-07-19T11:13:59.000000-04:00,T-76.017,T-81.017,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3618,2026-07-19T11:13:59.000000-04:00,T-76.017,T-81.017,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3626,2026-07-19T11:14:16.000000-04:00,T-75.733,T-80.733,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3627,2026-07-19T11:14:35.000000-04:00,T-75.417,T-80.417,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3628,2026-07-19T11:14:37.000000-04:00,T-75.383,T-80.383,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3630,2026-07-19T11:15:28.000000-04:00,T-74.533,T-79.533,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3633,2026-07-19T11:15:48.000000-04:00,T-74.200,T-79.200,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3634,2026-07-19T11:15:49.000000-04:00,T-74.183,T-79.183,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3637,2026-07-19T11:16:17.000000-04:00,T-73.717,T-78.717,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,3,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3639,2026-07-19T11:16:18.000000-04:00,T-73.700,T-78.700,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,3,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3641,2026-07-19T11:17:09.000000-04:00,T-72.850,T-77.850,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3643,2026-07-19T11:17:20.000000-04:00,T-72.667,T-77.667,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3644,2026-07-19T11:17:20.000000-04:00,T-72.667,T-77.667,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3645,2026-07-19T11:17:20.000000-04:00,T-72.667,T-77.667,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3646,2026-07-19T11:17:20.000000-04:00,T-72.667,T-77.667,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3647,2026-07-19T11:17:20.000000-04:00,T-72.667,T-77.667,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3648,2026-07-19T11:17:20.000000-04:00,T-72.667,T-77.667,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3663,2026-07-19T11:17:29.000000-04:00,T-72.517,T-77.517,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3667,2026-07-19T11:17:30.000000-04:00,T-72.500,T-77.500,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3668,2026-07-19T11:17:30.000000-04:00,T-72.500,T-77.500,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3670,2026-07-19T11:17:31.000000-04:00,T-72.483,T-77.483,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3672,2026-07-19T11:17:46.000000-04:00,T-72.233,T-77.233,NIK,ACTIVE_AFTER_CREDITED_FILL_24,18,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3676,2026-07-19T11:18:05.000000-04:00,T-71.917,T-76.917,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3678,2026-07-19T11:20:05.000000-04:00,T-69.917,T-74.917,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3679,2026-07-19T11:20:39.000000-04:00,T-69.350,T-74.350,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3680,2026-07-19T11:20:39.000000-04:00,T-69.350,T-74.350,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3681,2026-07-19T11:20:39.000000-04:00,T-69.350,T-74.350,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3682,2026-07-19T11:20:46.000000-04:00,T-69.233,T-74.233,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3683,2026-07-19T11:20:46.000000-04:00,T-69.233,T-74.233,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3684,2026-07-19T11:20:46.000000-04:00,T-69.233,T-74.233,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3685,2026-07-19T11:21:03.000000-04:00,T-68.950,T-73.950,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3687,2026-07-19T11:22:45.000000-04:00,T-67.250,T-72.250,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3688,2026-07-19T11:22:45.000000-04:00,T-67.250,T-72.250,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3689,2026-07-19T11:22:45.000000-04:00,T-67.250,T-72.250,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3690,2026-07-19T11:22:45.000000-04:00,T-67.250,T-72.250,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3691,2026-07-19T11:24:24.000000-04:00,T-65.600,T-70.600,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3693,2026-07-19T11:24:30.000000-04:00,T-65.500,T-70.500,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3695,2026-07-19T11:24:50.000000-04:00,T-65.167,T-70.167,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3697,2026-07-19T11:25:28.000000-04:00,T-64.533,T-69.533,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3699,2026-07-19T11:25:44.000000-04:00,T-64.267,T-69.267,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3700,2026-07-19T11:25:44.000000-04:00,T-64.267,T-69.267,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3702,2026-07-19T11:26:10.000000-04:00,T-63.833,T-68.833,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3705,2026-07-19T11:26:34.000000-04:00,T-63.433,T-68.433,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3707,2026-07-19T11:27:37.000000-04:00,T-62.383,T-67.383,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3709,2026-07-19T11:27:49.000000-04:00,T-62.183,T-67.183,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3711,2026-07-19T11:27:58.000000-04:00,T-62.033,T-67.033,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3713,2026-07-19T11:29:36.000000-04:00,T-60.400,T-65.400,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3715,2026-07-19T11:29:48.000000-04:00,T-60.200,T-65.200,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3717,2026-07-19T11:30:14.000000-04:00,T-59.767,T-64.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3719,2026-07-19T11:30:19.000000-04:00,T-59.683,T-64.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3722,2026-07-19T11:30:25.000000-04:00,T-59.583,T-64.583,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3724,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3725,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3726,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3727,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3728,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3729,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3730,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3731,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3732,2026-07-19T11:31:12.000000-04:00,T-58.800,T-63.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3742,2026-07-19T11:31:14.000000-04:00,T-58.767,T-63.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3743,2026-07-19T11:31:14.000000-04:00,T-58.767,T-63.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3744,2026-07-19T11:31:14.000000-04:00,T-58.767,T-63.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3745,2026-07-19T11:31:14.000000-04:00,T-58.767,T-63.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3746,2026-07-19T11:31:14.000000-04:00,T-58.767,T-63.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3748,2026-07-19T11:31:15.000000-04:00,T-58.750,T-63.750,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3749,2026-07-19T11:31:15.000000-04:00,T-58.750,T-63.750,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3750,2026-07-19T11:31:15.000000-04:00,T-58.750,T-63.750,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3751,2026-07-19T11:31:15.000000-04:00,T-58.750,T-63.750,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3752,2026-07-19T11:31:15.000000-04:00,T-58.750,T-63.750,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3753,2026-07-19T11:31:15.000000-04:00,T-58.750,T-63.750,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3754,2026-07-19T11:31:15.000000-04:00,T-58.750,T-63.750,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3761,2026-07-19T11:31:19.000000-04:00,T-58.683,T-63.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3762,2026-07-19T11:31:19.000000-04:00,T-58.683,T-63.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
3763,2026-07-19T11:31:19.000000-04:00,T-58.683,T-63.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
