ticker	event	class_volburst	class_gunts	fill	qty	notional	pnl	fv_capture	gun_ts	latch_volburst_ts	last_bid_action_ts	last_bid_action	ref_src	play	outc
KXWTAMATCH-26JUL03LIUGAU-LIU	KXWTAMATCH-26JUL03LIUGAU	CHASED	STATIC	14	5	0.7	0.35	0	1783092180	1783094245.3404999	1783094245.452945	place@14	staircase_hold	v4_resting_maker	exit_FILL
KXITFMATCH-26JUL03CERFEL-FEL	KXITFMATCH-26JUL03CERFEL	STATIC	STATIC	6	5	0.3	-0.3	18	1783092900	None	1783094441.8816936	place@6	join_bid	v4_resting_maker	settle_LOSS
KXITFMATCH-26JUL03OBAKET-OBA	KXITFMATCH-26JUL03OBAKET	STATIC	CHASED	9	5	0.45	-0.45	35	1783091400	None	1783094443.2023034	repost->9	None	v4_engagement_join	settle_LOSS
KXITFMATCH-26JUL03PIEBOB-PIE	KXITFMATCH-26JUL03PIEBOB	STATIC	STATIC	12	5	0.6	-0.6	5	1783091040	None	1783094436.8030632	place@12	join_bid	v4_resting_maker	settle_LOSS
KXITFMATCH-26JUL03LOPDOM-DOM	KXITFMATCH-26JUL03LOPDOM	STATIC	STATIC	89	5	4.45	0.45	-5	1783093920	None	1783094438.04813	place@89	None	v4_engagement_join	exit_FILL
KXWTAMATCH-26JUL03MUCSAW-MUC	KXWTAMATCH-26JUL03MUCSAW	STATIC	STATIC	90	5	4.5	0.4	0	1783094580	None	1783076442.1023195	place@90	staircase_hold	v4_resting_maker	exit_FILL
KXITFMATCH-26JUL03ZIEHER-ZIE	KXITFMATCH-26JUL03ZIEHER	STATIC	STATIC	1	5	0.05	-0.05	47	1783092420	None	1783094440.9927354	place@1	join_bid	v4_resting_maker	settle_LOSS
KXWTAMATCH-26JUL03MUCSAW-SAW	KXWTAMATCH-26JUL03MUCSAW	STATIC	STATIC	9	5	0.45	0.2	1	1783093140	None	1783069224.2412007	place@9	staircase_hold	v4_reconciled	exit_FILL
KXITFMATCH-26JUL03LOPDOM-LOP	KXITFMATCH-26JUL03LOPDOM	STATIC	STATIC	9	5	0.45	0.2	17	1783091700	None	1783094438.7210479	place@9	join_bid	v4_resting_maker	exit_FILL
KXATPCHALLENGERMATCH-26JUL03MAGPDA-PDA	KXATPCHALLENGERMATCH-26JUL03MAGPDA	STATIC	STATIC	79	5	3.95	0.0	5	1783098300	1783105918.0007672	1783091471.5029132	place@79	None	v4_engagement_join	OPEN
KXATPCHALLENGERMATCH-26JUL03MONHER-MON	KXATPCHALLENGERMATCH-26JUL03MONHER	STATIC	STATIC	43	1	0.43	0.0	3	1783100460	1783104639.926491	1783095260.3721278	repost->43	staircase_hold	v4_resting_maker	OPEN
KXITFWMATCH-26JUL03LEWZAN-LEW	KXITFWMATCH-26JUL03LEWZAN	STATIC	STATIC	31	5	1.55	0.3	8	1783101900	None	1783095615.5312204	repost->31	join_bid	v4_resting_maker	exit_FILL
KXITFMATCH-26JUL03MARBOC-MAR	KXITFMATCH-26JUL03MARBOC	STATIC	STATIC	73	5	3.65	0.95	-15	1783093080	None	1783096584.4845715	place@73	join_bid	v4_resting_maker	exit_FILL
KXATPCHALLENGERMATCH-26JUL03MAGPDA-MAG	KXATPCHALLENGERMATCH-26JUL03MAGPDA	STATIC	STATIC	21	5	1.05	0.3	0	1783097820	1783105918.0007672	1783095413.2844055	repost->21	None	v4_engagement_join	exit_FILL
KXATPCHALLENGERMATCH-26JUL03MONHER-HER	KXATPCHALLENGERMATCH-26JUL03MONHER	STATIC	STATIC	56	5	2.8	0.75	1	1783100820	1783104639.926491	1783091472.394007	place@56	staircase_hold	v4_resting_maker	exit_FILL
KXITFWMATCH-26JUL03LEWZAN-ZAN	KXITFWMATCH-26JUL03LEWZAN	STATIC	STATIC	68	5	3.4	0.0	1	1783102020	None	1783096565.027244	place@68	join_bid	v4_completion_reprice	OPEN
KXITFMATCH-26JUL03BRIRIV-RIV	KXITFMATCH-26JUL03BRIRIV	STATIC	STATIC	14	5	0.7	0.0	0	1783100100	None	1783100075.7131896	repost->14	join_bid	v4_resting_maker	OPEN
