ticker,category,region,covered,audited_close,rm_mid,rm_qual_ask,rm_last_print,err_mid,err_qual_ask,err_last_print,drift_close_minus_mid
KXATPCHALLENGERMATCH-26JUL13LANSHE-LAN,ATP_CHALL,51_75,True,66,67.5,68,68,1.5,2,2,-1.5
KXATPCHALLENGERMATCH-26JUL13LANSHE-SHE,ATP_CHALL,26_50,True,36,32.0,33,33,-4.0,-3,-3,4.0
KXATPCHALLENGERMATCH-26JUL13MONANG-ANG,ATP_CHALL,le25,True,14,13.0,13,13,-1.0,-1,-1,1.0
KXATPCHALLENGERMATCH-26JUL13MONANG-MON,ATP_CHALL,ge76,True,88,87.5,88,87,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL13MORFAN-FAN,ATP_CHALL,26_50,True,36,36.0,37,0,0.0,1,-36,0.0
KXATPCHALLENGERMATCH-26JUL13MORFAN-MOR,ATP_CHALL,51_75,True,67,65.5,66,65,-1.5,-1,-2,1.5
KXATPCHALLENGERMATCH-26JUL13MUNLEO-LEO,ATP_CHALL,51_75,True,68,65.5,66,66,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13MUNLEO-MUN,ATP_CHALL,26_50,True,34,30.5,31,0,-3.5,-3,-34,3.5
KXATPCHALLENGERMATCH-26JUL13NAPBAL-BAL,ATP_CHALL,51_75,True,66,65.5,66,66,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13NAPBAL-NAP,ATP_CHALL,26_50,False,35,,,,,,,
KXATPCHALLENGERMATCH-26JUL13NOGBRO-BRO,ATP_CHALL,51_75,True,49,51.0,52,52,2.0,3,3,-2.0
KXATPCHALLENGERMATCH-26JUL13NOGBRO-NOG,ATP_CHALL,26_50,True,51,49.0,50,49,-2.0,-1,-2,2.0
KXATPCHALLENGERMATCH-26JUL13OUALIN-LIN,ATP_CHALL,le25,True,22,27.0,34,50,5.0,12,28,-5.0
KXATPCHALLENGERMATCH-26JUL13OUALIN-OUA,ATP_CHALL,ge76,True,82,71.0,78,78,-11.0,-4,-4,11.0
KXATPCHALLENGERMATCH-26JUL13PALGON-GON,ATP_CHALL,51_75,True,66,64.5,65,0,-1.5,-1,-66,1.5
KXATPCHALLENGERMATCH-26JUL13PALGON-PAL,ATP_CHALL,26_50,True,38,35.5,36,36,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13PERTOB-PER,ATP_CHALL,51_75,True,57,52.5,53,53,-4.5,-4,-4,4.5
KXATPCHALLENGERMATCH-26JUL13PERTOB-TOB,ATP_CHALL,26_50,True,45,47.0,48,52,2.0,3,7,-2.0
KXATPCHALLENGERMATCH-26JUL13POLMIY-MIY,ATP_CHALL,51_75,True,75,73.5,75,71,-1.5,0,-4,1.5
KXATPCHALLENGERMATCH-26JUL13POLMIY-POL,ATP_CHALL,le25,True,25,25.5,27,0,0.5,2,-25,-0.5
KXATPCHALLENGERMATCH-26JUL13PRICRI-CRI,ATP_CHALL,le25,True,11,8.5,9,9,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13PRICRI-PRI,ATP_CHALL,ge76,True,89,91.0,92,92,2.0,3,3,-2.0
KXATPCHALLENGERMATCH-26JUL13RADIVA-IVA,ATP_CHALL,51_75,True,65,66.5,67,0,1.5,2,-65,-1.5
KXATPCHALLENGERMATCH-26JUL13RADIVA-RAD,ATP_CHALL,26_50,True,38,33.0,34,0,-5.0,-4,-38,5.0
KXATPCHALLENGERMATCH-26JUL13REHJUS-JUS,ATP_CHALL,26_50,True,39,39.5,40,41,0.5,1,2,-0.5
KXATPCHALLENGERMATCH-26JUL13REHJUS-REH,ATP_CHALL,51_75,True,62,59.5,60,60,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13RODALK-ALK,ATP_CHALL,le25,True,22,24.5,25,0,2.5,3,-22,-2.5
KXATPCHALLENGERMATCH-26JUL13RODALK-ROD,ATP_CHALL,51_75,True,79,75.5,76,76,-3.5,-3,-3,3.5
KXATPCHALLENGERMATCH-26JUL13ROZISO-ISO,ATP_CHALL,26_50,True,31,31.5,32,33,0.5,1,2,-0.5
KXATPCHALLENGERMATCH-26JUL13ROZISO-ROZ,ATP_CHALL,51_75,True,72,67.5,68,68,-4.5,-4,-4,4.5
KXATPCHALLENGERMATCH-26JUL13SANLOP-LOP,ATP_CHALL,le25,True,16,11.5,12,13,-4.5,-4,-3,4.5
KXATPCHALLENGERMATCH-26JUL13SANLOP-SAN,ATP_CHALL,ge76,True,86,86.0,88,89,0.0,2,3,0.0
KXATPCHALLENGERMATCH-26JUL13SHIHAR-HAR,ATP_CHALL,51_75,True,57,60.5,61,0,3.5,4,-57,-3.5
KXATPCHALLENGERMATCH-26JUL13SHIHAR-SHI,ATP_CHALL,26_50,True,41,38.5,39,39,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13TABVIN-TAB,ATP_CHALL,51_75,True,60,55.5,56,57,-4.5,-4,-3,4.5
KXATPCHALLENGERMATCH-26JUL13TABVIN-VIN,ATP_CHALL,26_50,True,43,45.5,46,46,2.5,3,3,-2.5
KXATPCHALLENGERMATCH-26JUL13TROGEO-GEO,ATP_CHALL,le25,True,15,12.0,13,14,-3.0,-2,-1,3.0
KXATPCHALLENGERMATCH-26JUL13TROGEO-TRO,ATP_CHALL,ge76,True,85,87.5,89,0,2.5,4,-85,-2.5
KXATPCHALLENGERMATCH-26JUL13VILGAN-GAN,ATP_CHALL,le25,True,10,6.5,7,7,-3.5,-3,-3,3.5
KXATPCHALLENGERMATCH-26JUL13VILGAN-VIL,ATP_CHALL,ge76,True,91,92.5,93,93,1.5,2,2,-1.5
KXATPCHALLENGERMATCH-26JUL13VUKBRO-BRO,ATP_CHALL,51_75,True,57,59.0,60,60,2.0,3,3,-2.0
KXATPCHALLENGERMATCH-26JUL13VUKBRO-VUK,ATP_CHALL,26_50,True,44,40.5,41,41,-3.5,-3,-3,3.5
KXATPCHALLENGERMATCH-26JUL13WINKIR-KIR,ATP_CHALL,26_50,True,30,30.0,31,28,0.0,1,-2,0.0
KXATPCHALLENGERMATCH-26JUL13WINKIR-WIN,ATP_CHALL,51_75,True,73,71.5,72,72,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL13WOLFEN-FEN,ATP_CHALL,le25,True,23,22.5,23,23,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13WOLFEN-WOL,ATP_CHALL,ge76,True,79,77.5,78,78,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL13WONTUN-TUN,ATP_CHALL,26_50,True,38,38.5,39,38,0.5,1,0,-0.5
KXATPCHALLENGERMATCH-26JUL13WONTUN-WON,ATP_CHALL,51_75,True,63,60.5,61,61,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13YEVCAM-CAM,ATP_CHALL,51_75,True,58,57.5,58,58,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13YEVCAM-YEV,ATP_CHALL,26_50,True,44,41.5,42,41,-2.5,-2,-3,2.5
KXATPCHALLENGERMATCH-26JUL13YIBMAR-MAR,ATP_CHALL,le25,True,7,7.0,7,8,0.0,0,1,0.0
KXATPCHALLENGERMATCH-26JUL13YIBMAR-YIB,ATP_CHALL,ge76,True,93,92.5,93,93,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13ZHUDLI-DLI,ATP_CHALL,51_75,True,72,69.0,70,0,-3.0,-2,-72,3.0
KXATPCHALLENGERMATCH-26JUL13ZHUDLI-ZHU,ATP_CHALL,26_50,True,32,30.5,32,0,-1.5,0,-32,1.5
KXATPCHALLENGERMATCH-26JUL14ADDLEO-ADD,ATP_CHALL,51_75,True,68,67.0,68,67,-1.0,0,-1,1.0
KXATPCHALLENGERMATCH-26JUL14ADDLEO-LEO,ATP_CHALL,26_50,True,33,33.0,34,0,0.0,1,-33,0.0
KXATPCHALLENGERMATCH-26JUL14ALCTAB-ALC,ATP_CHALL,ge76,True,84,81.5,82,82,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL14ALCTAB-TAB,ATP_CHALL,le25,True,17,17.5,18,18,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL14ALMGRA-ALM,ATP_CHALL,26_50,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL14ALMGRA-GRA,ATP_CHALL,51_75,True,74,72.5,74,74,-1.5,0,0,1.5
KXATPCHALLENGERMATCH-26JUL14BICMIY-BIC,ATP_CHALL,26_50,False,44,,,,,,,
KXATPCHALLENGERMATCH-26JUL14BICMIY-MIY,ATP_CHALL,51_75,True,58,58.5,60,61,0.5,2,3,-0.5
KXATPCHALLENGERMATCH-26JUL14BLATOM-BLA,ATP_CHALL,51_75,True,67,66.5,67,67,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL14BLATOM-TOM,ATP_CHALL,26_50,True,34,33.0,34,34,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL14BRUNIJ-BRU,ATP_CHALL,51_75,True,51,51.5,52,52,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL14BRUNIJ-NIJ,ATP_CHALL,26_50,True,49,48.5,49,48,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL14CASGHI-CAS,ATP_CHALL,26_50,True,39,37.5,38,38,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL14CASGHI-GHI,ATP_CHALL,51_75,True,63,62.5,63,62,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL14CASSCH-CAS,ATP_CHALL,26_50,True,43,41.5,42,42,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL14CASSCH-SCH,ATP_CHALL,51_75,True,60,58.0,59,60,-2.0,-1,0,2.0
KXATPCHALLENGERMATCH-26JUL14CLAWES-CLA,ATP_CHALL,ge76,True,78,76.5,77,77,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL14CLAWES-WES,ATP_CHALL,le25,True,23,23.5,24,24,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL14CUIFAN-CUI,ATP_CHALL,51_75,True,69,72.5,73,0,3.5,4,-69,-3.5
KXATPCHALLENGERMATCH-26JUL14CUIFAN-FAN,ATP_CHALL,26_50,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL14DALMAY-DAL,ATP_CHALL,le25,True,18,19.0,20,23,1.0,2,5,-1.0
KXATPCHALLENGERMATCH-26JUL14DALMAY-MAY,ATP_CHALL,ge76,True,83,80.5,81,80,-2.5,-2,-3,2.5
KXATPCHALLENGERMATCH-26JUL14DELXIL-DEL,ATP_CHALL,ge76,True,85,83.0,84,84,-2.0,-1,-1,2.0
KXATPCHALLENGERMATCH-26JUL14DELXIL-XIL,ATP_CHALL,le25,True,16,16.0,17,16,0.0,1,0,0.0
KXATPCHALLENGERMATCH-26JUL14DENYEV-DEN,ATP_CHALL,ge76,True,87,86.0,87,87,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL14DENYEV-YEV,ATP_CHALL,le25,True,14,13.5,14,14,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL14DRATRO-DRA,ATP_CHALL,51_75,True,76,75.5,76,76,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL14DRATRO-TRO,ATP_CHALL,le25,True,24,24.5,25,25,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL14EREPAV-ERE,ATP_CHALL,26_50,True,52,46.5,47,47,-5.5,-5,-5,5.5
KXATPCHALLENGERMATCH-26JUL14EREPAV-PAV,ATP_CHALL,51_75,True,53,53.0,54,54,0.0,1,1,0.0
KXATPCHALLENGERMATCH-26JUL14FORGOR-FOR,ATP_CHALL,26_50,True,41,42.5,44,0,1.5,3,-41,-1.5
KXATPCHALLENGERMATCH-26JUL14FORGOR-GOR,ATP_CHALL,51_75,True,60,57.5,59,0,-2.5,-1,-60,2.5
KXATPCHALLENGERMATCH-26JUL14FUEPRI-FUE,ATP_CHALL,26_50,True,32,30.5,31,32,-1.5,-1,0,1.5
KXATPCHALLENGERMATCH-26JUL14FUEPRI-PRI,ATP_CHALL,51_75,True,69,68.0,69,72,-1.0,0,3,1.0
KXATPCHALLENGERMATCH-26JUL14GALFOR-FOR,ATP_CHALL,26_50,True,29,27.5,28,28,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL14GALFOR-GAL,ATP_CHALL,51_75,True,73,71.5,72,72,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL14GANZIN-GAN,ATP_CHALL,26_50,True,26,27.5,28,31,1.5,2,5,-1.5
KXATPCHALLENGERMATCH-26JUL14GANZIN-ZIN,ATP_CHALL,51_75,True,76,72.5,73,72,-3.5,-3,-4,3.5
KXATPCHALLENGERMATCH-26JUL14GENPET-GEN,ATP_CHALL,51_75,True,64,61.5,62,62,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL14GENPET-PET,ATP_CHALL,26_50,True,38,37.5,38,38,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL14GLIJOH-GLI,ATP_CHALL,51_75,True,66,65.0,66,66,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL14GLIJOH-JOH,ATP_CHALL,26_50,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL14GUIBON-BON,ATP_CHALL,51_75,True,53,52.0,53,54,-1.0,0,1,1.0
KXATPCHALLENGERMATCH-26JUL14GUIBON-GUI,ATP_CHALL,26_50,True,48,47.0,48,48,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL14IMAMCC-IMA,ATP_CHALL,26_50,True,38,36.5,37,39,-1.5,-1,1,1.5
KXATPCHALLENGERMATCH-26JUL14IMAMCC-MCC,ATP_CHALL,51_75,True,64,62.5,63,64,-1.5,-1,0,1.5
KXATPCHALLENGERMATCH-26JUL14IVAGIU-GIU,ATP_CHALL,26_50,True,44,43.0,44,45,-1.0,0,1,1.0
KXATPCHALLENGERMATCH-26JUL14IVAGIU-IVA,ATP_CHALL,51_75,True,58,57.5,58,59,-0.5,0,1,0.5
KXATPCHALLENGERMATCH-26JUL14JOHBER-BER,ATP_CHALL,26_50,True,51,50.0,51,51,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL14JOHBER-JOH,ATP_CHALL,26_50,True,50,50.0,51,51,0.0,1,1,0.0
KXATPCHALLENGERMATCH-26JUL14JONIVA-IVA,ATP_CHALL,51_75,True,75,74.0,75,73,-1.0,0,-2,1.0
KXATPCHALLENGERMATCH-26JUL14JONIVA-JON,ATP_CHALL,26_50,True,26,26.5,27,30,0.5,1,4,-0.5
KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,ATP_CHALL,26_50,True,33,27.0,28,31,-6.0,-5,-2,6.0
KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK,ATP_CHALL,51_75,True,68,73.0,74,70,5.0,6,2,-5.0
KXATPCHALLENGERMATCH-26JUL14KRATOR-KRA,ATP_CHALL,26_50,True,43,43.5,44,44,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL14KRATOR-TOR,ATP_CHALL,51_75,True,57,56.5,57,57,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL14LAGSAN-LAG,ATP_CHALL,le25,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL14LAGSAN-SAN,ATP_CHALL,51_75,True,60,59.5,61,62,-0.5,1,2,0.5
KXATPCHALLENGERMATCH-26JUL14LAJSVA-LAJ,ATP_CHALL,51_75,True,53,53.5,54,62,0.5,1,9,-0.5
KXATPCHALLENGERMATCH-26JUL14LAJSVA-SVA,ATP_CHALL,26_50,True,48,45.5,46,43,-2.5,-2,-5,2.5
KXATPCHALLENGERMATCH-26JUL14LANYIB-LAN,ATP_CHALL,le25,True,18,13.5,14,13,-4.5,-4,-5,4.5
KXATPCHALLENGERMATCH-26JUL14LANYIB-YIB,ATP_CHALL,ge76,True,84,86.5,87,87,2.5,3,3,-2.5
KXATPCHALLENGERMATCH-26JUL14MAKSEY-MAK,ATP_CHALL,le25,True,24,20.5,21,19,-3.5,-3,-5,3.5
KXATPCHALLENGERMATCH-26JUL14MAKSEY-SEY,ATP_CHALL,ge76,True,78,79.5,80,81,1.5,2,3,-1.5
KXATPCHALLENGERMATCH-26JUL14MARCAM-CAM,ATP_CHALL,51_75,True,55,53.0,54,53,-2.0,-1,-2,2.0
KXATPCHALLENGERMATCH-26JUL14MARCAM-MAR,ATP_CHALL,26_50,True,48,47.5,48,47,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL14MARMAY-MAR,ATP_CHALL,26_50,True,40,37.0,38,38,-3.0,-2,-2,3.0
KXATPCHALLENGERMATCH-26JUL14MARMAY-MAY,ATP_CHALL,51_75,True,64,63.0,64,64,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL14MATMOR-MAT,ATP_CHALL,51_75,True,93,60.0,61,0,-33.0,-32,-93,33.0
KXATPCHALLENGERMATCH-26JUL14MATMOR-MOR,ATP_CHALL,26_50,True,7,40.0,41,43,33.0,34,36,-33.0
KXATPCHALLENGERMATCH-26JUL14MILCHA-CHA,ATP_CHALL,26_50,True,41,47.0,48,44,6.0,7,3,-6.0
KXATPCHALLENGERMATCH-26JUL14MILCHA-MIL,ATP_CHALL,51_75,True,62,52.5,54,0,-9.5,-8,-62,9.5
KXATPCHALLENGERMATCH-26JUL14MRVCAN-CAN,ATP_CHALL,26_50,True,46,42.0,43,43,-4.0,-3,-3,4.0
KXATPCHALLENGERMATCH-26JUL14MRVCAN-MRV,ATP_CHALL,51_75,True,56,57.5,58,59,1.5,2,3,-1.5
KXATPCHALLENGERMATCH-26JUL14NAGCRE-CRE,ATP_CHALL,26_50,True,52,49.5,50,50,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL14NAGCRE-NAG,ATP_CHALL,26_50,True,50,50.5,51,51,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL14NEDDAL-DAL,ATP_CHALL,51_75,True,55,51.0,52,53,-4.0,-3,-2,4.0
KXATPCHALLENGERMATCH-26JUL14NEDDAL-NED,ATP_CHALL,26_50,True,49,48.0,49,50,-1.0,0,1,1.0
KXATPCHALLENGERMATCH-26JUL14OUAFIC-FIC,ATP_CHALL,51_75,True,72,49.0,93,0,-23.0,21,-72,23.0
KXATPCHALLENGERMATCH-26JUL14OUAFIC-OUA,ATP_CHALL,26_50,True,36,50.0,94,0,14.0,58,-36,-14.0
KXATPCHALLENGERMATCH-26JUL14PERCRA-CRA,ATP_CHALL,ge76,True,95,94.5,95,95,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL14PERCRA-PER,ATP_CHALL,le25,True,7,6.0,7,7,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL14RONGIU-GIU,ATP_CHALL,51_75,True,57,53.5,54,53,-3.5,-3,-4,3.5
KXATPCHALLENGERMATCH-26JUL14RONGIU-RON,ATP_CHALL,26_50,True,45,45.0,46,46,0.0,1,1,0.0
KXATPCHALLENGERMATCH-26JUL14ROZRIC-RIC,ATP_CHALL,51_75,True,59,57.0,58,0,-2.0,-1,-59,2.0
KXATPCHALLENGERMATCH-26JUL14ROZRIC-ROZ,ATP_CHALL,26_50,True,43,43.0,44,48,0.0,1,5,0.0
KXATPCHALLENGERMATCH-26JUL14SMIILA-ILA,ATP_CHALL,26_50,True,27,26.5,28,27,-0.5,1,0,0.5
KXATPCHALLENGERMATCH-26JUL14SMIILA-SMI,ATP_CHALL,51_75,True,74,73.5,75,75,-0.5,1,1,0.5
KXATPCHALLENGERMATCH-26JUL14SQUKUM-KUM,ATP_CHALL,26_50,True,34,35.0,36,35,1.0,2,1,-1.0
KXATPCHALLENGERMATCH-26JUL14SQUKUM-SQU,ATP_CHALL,51_75,True,67,63.5,64,65,-3.5,-3,-2,3.5
KXATPCHALLENGERMATCH-26JUL14SUNGEA-GEA,ATP_CHALL,ge76,True,80,77.5,78,79,-2.5,-2,-1,2.5
KXATPCHALLENGERMATCH-26JUL14SUNGEA-SUN,ATP_CHALL,le25,True,22,22.5,23,20,0.5,1,-2,-0.5
KXATPCHALLENGERMATCH-26JUL14SURECH-ECH,ATP_CHALL,26_50,True,39,43.0,44,43,4.0,5,4,-4.0
KXATPCHALLENGERMATCH-26JUL14SURECH-SUR,ATP_CHALL,51_75,True,63,57.0,58,58,-6.0,-5,-5,6.0
KXATPCHALLENGERMATCH-26JUL14UCHGAL-GAL,ATP_CHALL,ge76,True,86,83.5,84,84,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL14UCHGAL-UCH,ATP_CHALL,le25,True,16,15.5,16,15,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL14URSPAL-PAL,ATP_CHALL,26_50,True,43,39.5,43,43,-3.5,0,0,3.5
KXATPCHALLENGERMATCH-26JUL14URSPAL-URS,ATP_CHALL,51_75,True,62,61.0,63,64,-1.0,1,2,1.0
KXATPCHALLENGERMATCH-26JUL14VILRIB-RIB,ATP_CHALL,51_75,True,61,59.0,60,60,-2.0,-1,-1,2.0
KXATPCHALLENGERMATCH-26JUL14VILRIB-VIL,ATP_CHALL,26_50,True,40,40.0,41,41,0.0,1,1,0.0
KXATPCHALLENGERMATCH-26JUL14VUKARS-ARS,ATP_CHALL,le25,True,21,18.0,21,0,-3.0,0,-21,3.0
KXATPCHALLENGERMATCH-26JUL14VUKARS-VUK,ATP_CHALL,ge76,True,80,82.0,87,0,2.0,7,-80,-2.0
KXATPCHALLENGERMATCH-26JUL14ZHOKOZ-KOZ,ATP_CHALL,26_50,True,41,36.5,37,41,-4.5,-4,0,4.5
KXATPCHALLENGERMATCH-26JUL14ZHOKOZ-ZHO,ATP_CHALL,51_75,True,59,62.5,63,63,3.5,4,4,-3.5
KXATPCHALLENGERMATCH-26JUL14ZHUYUN-YUN,ATP_CHALL,ge76,True,81,92.5,93,93,11.5,12,12,-11.5
KXATPCHALLENGERMATCH-26JUL14ZHUYUN-ZHU,ATP_CHALL,le25,True,19,7.5,8,9,-11.5,-11,-10,11.5
KXATPCHALLENGERMATCH-26JUL15BONJUS-BON,ATP_CHALL,26_50,True,39,39.5,40,39,0.5,1,0,-0.5
KXATPCHALLENGERMATCH-26JUL15BONJUS-JUS,ATP_CHALL,51_75,True,61,60.5,61,61,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL15GENDE-DE,ATP_CHALL,le25,True,19,18.5,19,19,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL15GENDE-GEN,ATP_CHALL,ge76,True,82,81.5,82,80,-0.5,0,-2,0.5
KXATPCHALLENGERMATCH-26JUL15HOLMAY-HOL,ATP_CHALL,51_75,True,64,65.5,66,67,1.5,2,3,-1.5
KXATPCHALLENGERMATCH-26JUL15HOLMAY-MAY,ATP_CHALL,26_50,True,37,33.5,34,33,-3.5,-3,-4,3.5
KXATPCHALLENGERMATCH-26JUL15IVACRA-CRA,ATP_CHALL,51_75,True,66,62.5,63,63,-3.5,-3,-3,3.5
KXATPCHALLENGERMATCH-26JUL15IVACRA-IVA,ATP_CHALL,26_50,True,37,36.5,37,39,-0.5,0,2,0.5
KXATPCHALLENGERMATCH-26JUL15LAJKRU-KRU,ATP_CHALL,26_50,True,32,32.5,33,33,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL15LAJKRU-LAJ,ATP_CHALL,51_75,True,70,68.5,69,69,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15NAGTOR-NAG,ATP_CHALL,51_75,True,62,59.5,60,60,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL15NAGTOR-TOR,ATP_CHALL,26_50,True,40,40.0,41,40,0.0,1,0,0.0
KXATPCHALLENGERMATCH-26JUL15NAPBAR-BAR,ATP_CHALL,26_50,True,24,42.5,43,43,18.5,19,19,-18.5
KXATPCHALLENGERMATCH-26JUL15NAPBAR-NAP,ATP_CHALL,51_75,True,77,57.5,58,58,-19.5,-19,-19,19.5
KXATPCHALLENGERMATCH-26JUL15NOGSUR-NOG,ATP_CHALL,26_50,True,44,43.5,44,44,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL15NOGSUR-SUR,ATP_CHALL,51_75,True,59,57.5,58,58,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15RODINC-INC,ATP_CHALL,26_50,True,31,28.0,29,28,-3.0,-2,-3,3.0
KXATPCHALLENGERMATCH-26JUL15RODINC-ROD,ATP_CHALL,51_75,True,71,71.5,72,71,0.5,1,0,-0.5
KXATPCHALLENGERMATCH-26JUL15ROMGAL-GAL,ATP_CHALL,51_75,True,67,67.5,68,68,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL15ROMGAL-ROM,ATP_CHALL,26_50,True,33,32.5,33,33,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL15SANERE-ERE,ATP_CHALL,51_75,True,56,56.0,57,57,0.0,1,1,0.0
KXATPCHALLENGERMATCH-26JUL15SANERE-SAN,ATP_CHALL,26_50,True,44,43.5,45,0,-0.5,1,-44,0.5
KXATPCHALLENGERMATCH-26JUL15SCHHOU-HOU,ATP_CHALL,26_50,True,40,40.0,41,0,0.0,1,-40,0.0
KXATPCHALLENGERMATCH-26JUL15SCHHOU-SCH,ATP_CHALL,51_75,True,61,59.5,60,60,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15SHIBOU-BOU,ATP_CHALL,26_50,True,46,42.5,43,42,-3.5,-3,-4,3.5
KXATPCHALLENGERMATCH-26JUL15SHIBOU-SHI,ATP_CHALL,51_75,True,57,55.5,56,56,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15VILMAR-MAR,ATP_CHALL,26_50,True,48,50.5,51,51,2.5,3,3,-2.5
KXATPCHALLENGERMATCH-26JUL15VILMAR-VIL,ATP_CHALL,26_50,True,53,50.5,51,51,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL15WESCOP-COP,ATP_CHALL,ge76,True,83,81.5,82,82,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15WESCOP-WES,ATP_CHALL,le25,True,17,18.5,19,19,1.5,2,2,-1.5
KXATPCHALLENGERMATCH-26JUL15WOLJOH-JOH,ATP_CHALL,26_50,True,40,38.5,39,39,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15WOLJOH-WOL,ATP_CHALL,51_75,True,62,60.5,61,61,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15WONSHE-SHE,ATP_CHALL,le25,True,18,19.5,20,20,1.5,2,2,-1.5
KXATPCHALLENGERMATCH-26JUL15WONSHE-WON,ATP_CHALL,ge76,True,83,81.5,82,82,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL15YIBYUN-YIB,ATP_CHALL,51_75,True,56,56.5,57,57,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL15YIBYUN-YUN,ATP_CHALL,26_50,True,44,40.5,46,49,-3.5,2,5,3.5
KXATPCHALLENGERMATCH-26JUL15ZHOPER-PER,ATP_CHALL,26_50,True,36,33.5,34,35,-2.5,-2,-1,2.5
KXATPCHALLENGERMATCH-26JUL15ZHOPER-ZHO,ATP_CHALL,51_75,True,65,65.5,66,66,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL15ZINGAL-GAL,ATP_CHALL,51_75,True,73,72.5,73,72,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL15ZINGAL-ZIN,ATP_CHALL,26_50,True,28,27.5,28,30,-0.5,0,2,0.5
