code,category,state,offer_margin_c,band,bell_source,reason_join,leg_reasons
26JUL13TIMANN,WTA_MAIN,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TIM"": ""STOOD_TOO_DEEP""}"
26JUL13VALCOS,WTA_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""COS"": ""STOOD_TOO_DEEP""}"
26JUL13WONTUN,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""WON"": ""STOOD_TOO_DEEP""}"
26JUL13YEVCAM,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""CAM"": ""STOOD_TOO_DEEP""}"
26JUL14ADDLEO,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""ADD"": ""STOOD_TOO_DEEP""}"
26JUL14ALMGRA,ATP_CHALL,NEITHER_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ALM"": ""STOOD_TOO_DEEP"", ""GRA"": ""STOOD_TOO_DEEP""}"
26JUL14BASFRI,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""BAS"": ""STOOD_TOO_DEEP""}"
26JUL14BRAPIE,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BRA"": ""STOOD_TOO_DEEP""}"
26JUL14CARVON,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE_CORROBORATED,STOOD_TOO_DEEP,"{""CAR"": ""STOOD_TOO_DEEP""}"
26JUL14CASGHI,ATP_CHALL,PARTIAL_FOR_REASON,6,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""CAS"": ""STOOD_TOO_DEEP""}"
26JUL14CECBUR,ATP_MAIN,PARTIAL_FOR_REASON,5,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""CEC"": ""STOOD_TOO_DEEP""}"
26JUL14CINHAL,ATP_MAIN,PARTIAL_FOR_REASON,6,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""CIN"": ""STOOD_TOO_DEEP""}"
26JUL14CLAWES,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""CLA"": ""STOOD_TOO_DEEP""}"
26JUL14DALMAY,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MAY"": ""STOOD_TOO_DEEP""}"
26JUL14DILFAL,WTA_CHALL,PARTIAL_FOR_REASON,8,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""DIL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL14FUEPRI,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""PRI"": ""STOOD_TOO_DEEP""}"
26JUL14GALFOR,ATP_CHALL,NEITHER_FOR_REASON,2,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(STABILITY_ONSET_NOT_REACHED)+STOOD_TOO_DEEP,"{""FOR"": ""STOOD_TOO_DEEP"", ""GAL"": ""LICENSE_BLOCKED(STABILITY_ONSET_NOT_REACHED)""}"
26JUL14GANZIN,ATP_CHALL,NEITHER_FOR_REASON,19,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GAN"": ""STOOD_TOO_DEEP"", ""ZIN"": ""STOOD_TOO_DEEP""}"
26JUL14GENPET,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""PET"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL14GOMMCD,ATP_MAIN,PARTIAL_FOR_REASON,9,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""GOM"": ""STOOD_TOO_DEEP""}"
26JUL14GUIBON,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BON"": ""STOOD_TOO_DEEP""}"
26JUL14HRUBUY,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""BUY"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL14IMAMCC,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""IMA"": ""STOOD_TOO_DEEP""}"
26JUL14IVAGIU,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GIU"": ""STOOD_TOO_DEEP""}"
26JUL14JONIVA,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""IVA"": ""STOOD_TOO_DEEP""}"
26JUL14KIRSEK,ATP_CHALL,NEITHER_FOR_REASON,11,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""KIR"": ""STOOD_TOO_DEEP"", ""SEK"": ""STOOD_TOO_DEEP""}"
26JUL14KOVBAS,WTA_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE_CORROBORATED,STOOD_TOO_DEEP,"{""KOV"": ""STOOD_TOO_DEEP""}"
26JUL14KRATOR,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KRA"": ""STOOD_TOO_DEEP""}"
26JUL14KYMDIE,ATP_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KYM"": ""STOOD_TOO_DEEP""}"
26JUL14LAGSAN,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""LAG"": ""STOOD_TOO_DEEP""}"
26JUL14MAKSEY,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""SEY"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL14MARCAM,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""CAM"": ""STOOD_TOO_DEEP""}"
26JUL14MARMAY,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MAR"": ""STOOD_TOO_DEEP""}"
26JUL14MAZBRO,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BRO"": ""STOOD_TOO_DEEP""}"
26JUL14MRVCAN,ATP_CHALL,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""MRV"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL14NEUPRA,ATP_MAIN,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""PRA"": ""STOOD_TOO_DEEP""}"
26JUL14OLIIPE,WTA_MAIN,PARTIAL_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""IPE"": ""STOOD_TOO_DEEP""}"
26JUL14OUAFIC,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""OUA"": ""STOOD_TOO_DEEP""}"
26JUL14PACVED,WTA_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""VED"": ""STOOD_TOO_DEEP""}"
26JUL14RIESEM,WTA_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SEM"": ""STOOD_TOO_DEEP""}"
26JUL14RONGIU,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RON"": ""STOOD_TOO_DEEP""}"
26JUL14ROZRIC,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RIC"": ""STOOD_TOO_DEEP""}"
26JUL14SMIILA,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SMI"": ""STOOD_TOO_DEEP""}"
26JUL14SQUKUM,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SQU"": ""STOOD_TOO_DEEP""}"
26JUL14SUNGEA,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SUN"": ""STOOD_TOO_DEEP""}"
26JUL14TRAKRU,ATP_MAIN,PARTIAL_FOR_REASON,8,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""KRU"": ""STOOD_TOO_DEEP""}"
26JUL14UCHGAL,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GAL"": ""STOOD_TOO_DEEP""}"
26JUL14VANDAN,ATP_MAIN,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""DAN"": ""STOOD_TOO_DEEP""}"
26JUL14ZHOKOZ,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KOZ"": ""STOOD_TOO_DEEP""}"
26JUL14ZHUYUN,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""YUN"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL15ANDRIS,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RIS"": ""STOOD_TOO_DEEP""}"
26JUL15ASTNOH,WTA_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""NOH"": ""STOOD_TOO_DEEP""}"
26JUL15AVAMAR,WTA_MAIN,PARTIAL_FOR_REASON,11,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MAR"": ""STOOD_TOO_DEEP""}"
26JUL15BUBHAL,ATP_MAIN,NEITHER_FOR_REASON,5,MAIN,MACHINE_RECEIPT,STOOD_ELSEWHERE+STOOD_TOO_DEEP,"{""BUB"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_NO_VALID_CREDIT)"", ""HAL"": ""STOOD_TOO_DEEP""}"
26JUL15COLSON,ATP_MAIN,PARTIAL_FOR_REASON,3,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""COL"": ""STOOD_TOO_DEEP""}"
26JUL15ERJBAR,WTA_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,LICENSE_BLOCKED(STABILITY_ONSET_NOT_REACHED),"{""BAR"": ""LICENSE_BLOCKED(STABILITY_ONSET_NOT_REACHED)""}"
26JUL15ETCMER,ATP_MAIN,PARTIAL_FOR_REASON,7,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""ETC"": ""STOOD_TOO_DEEP""}"
26JUL15HOLMAY,ATP_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MAY"": ""STOOD_TOO_DEEP""}"
26JUL15IVACRA,ATP_CHALL,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""CRA"": ""STOOD_TOO_DEEP""}"
26JUL15JONURG,WTA_CHALL,PARTIAL_FOR_REASON,5,MAIN,OBSERVED_STARTS_UPPER_BOUND,STOOD_TOO_DEEP,"{""JON"": ""STOOD_TOO_DEEP""}"
26JUL15KYMTSI,ATP_MAIN,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TSI"": ""STOOD_TOO_DEEP""}"
26JUL15MICZHE,WTA_MAIN,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ZHE"": ""STOOD_TOO_DEEP""}"
26JUL15OLIPRI,WTA_MAIN,NEITHER_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_ELSEWHERE+STOOD_TOO_DEEP,"{""OLI"": ""STOOD_TOO_DEEP"", ""PRI"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_NO_VALID_CREDIT)""}"
26JUL15PUTCHA,WTA_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""CHA"": ""STOOD_TOO_DEEP""}"
26JUL15RODINC,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE_CORROBORATED,STOOD_TOO_DEEP,"{""INC"": ""STOOD_TOO_DEEP""}"
26JUL15ROMGAL,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ROM"": ""STOOD_TOO_DEEP""}"
26JUL15SANERE,ATP_CHALL,PARTIAL_FOR_REASON,9,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SAN"": ""STOOD_TOO_DEEP""}"
26JUL15SHEQUE,WTA_MAIN,NEITHER_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""QUE"": ""STOOD_TOO_DEEP"", ""SHE"": ""STOOD_TOO_DEEP""}"
26JUL15SHIBOU,ATP_CHALL,PARTIAL_FOR_REASON,5,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""BOU"": ""STOOD_TOO_DEEP""}"
26JUL15TABMID,ATP_MAIN,PARTIAL_FOR_REASON,6,MAIN,OBSERVED_STARTS_UPPER_BOUND,STOOD_TOO_DEEP,"{""MID"": ""STOOD_TOO_DEEP""}"
26JUL15TANGAS,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""TAN"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL15VANVAL,ATP_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""VAL"": ""STOOD_TOO_DEEP""}"
26JUL15WONSHE,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""WON"": ""STOOD_TOO_DEEP""}"
26JUL15YIBYUN,ATP_CHALL,NEITHER_FOR_REASON,11,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""YIB"": ""STOOD_TOO_DEEP"", ""YUN"": ""STOOD_TOO_DEEP""}"
26JUL15ZHOPER,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ZHO"": ""STOOD_TOO_DEEP""}"
26JUL16ADDGHI,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""GHI"": ""STOOD_TOO_DEEP""}"
26JUL16BASRUS,WTA_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""RUS"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL16BENKRA,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KRA"": ""STOOD_TOO_DEEP""}"
26JUL16BICCAS,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BIC"": ""STOOD_TOO_DEEP""}"
26JUL16DEJBAE,ATP_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BAE"": ""STOOD_TOO_DEEP""}"
26JUL16DELDAL,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""DAL"": ""STOOD_TOO_DEEP""}"
26JUL16DENBAR,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""BAR"": ""STOOD_TOO_DEEP""}"
26JUL16FORCUI,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""FOR"": ""STOOD_TOO_DEEP""}"
26JUL16GLISEK,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""GLI"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL16HERVAN,WTA_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""VAN"": ""STOOD_TOO_DEEP""}"
26JUL16KUMBRO,ATP_CHALL,NEITHER_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BRO"": ""STOOD_TOO_DEEP"", ""KUM"": ""STOOD_TOO_DEEP""}"
26JUL16MCCTOM,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TOM"": ""STOOD_TOO_DEEP""}"
26JUL16MERDRO,ATP_MAIN,NEITHER_FOR_REASON,13,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""DRO"": ""STOOD_TOO_DEEP"", ""MER"": ""STOOD_TOO_DEEP""}"
26JUL16SHESTR,ATP_MAIN,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE_CORROBORATED,STOOD_TOO_DEEP,"{""SHE"": ""STOOD_TOO_DEEP""}"
26JUL16SMIMAT,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""SMI"": ""STOOD_TOO_DEEP""}"
26JUL16UDVKAW,WTA_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""UDV"": ""STOOD_TOO_DEEP""}"
26JUL16ZVOHRU,WTA_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""HRU"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL17CERRUU,ATP_MAIN,NEITHER_FOR_REASON,4,MAIN,TAPE_INFERENCE_CORROBORATED,STOOD_ELSEWHERE+STOOD_TOO_DEEP,"{""CER"": ""STOOD_TOO_DEEP"", ""RUU"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_NO_VALID_CREDIT)""}"
26JUL17DELFUE,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""FUE"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL17DRAGEA,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GEA"": ""STOOD_TOO_DEEP""}"
26JUL17HALSHE,ATP_MAIN,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE_CORROBORATED,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""HAL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL17JONNOH,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""NOH"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL17NAGBON,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""NAG"": ""STOOD_TOO_DEEP""}"
26JUL17NAPVIL,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""VIL"": ""STOOD_TOO_DEEP""}"
26JUL17NIJDEN,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""DEN"": ""STOOD_TOO_DEEP""}"
26JUL17OLIBUR,WTA_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BUR"": ""STOOD_TOO_DEEP""}"
26JUL17PARSAK,WTA_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SAK"": ""STOOD_TOO_DEEP""}"
26JUL17PUTSHE,WTA_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE_CORROBORATED,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""PUT"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL17RODCRA,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE_CORROBORATED,STOOD_TOO_DEEP,"{""ROD"": ""STOOD_TOO_DEEP""}"
26JUL17SMIYUN,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""YUN"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL17TAUBEJ,WTA_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TAU"": ""STOOD_TOO_DEEP""}"
26JUL17UDVBAD,WTA_MAIN,PARTIAL_FOR_REASON,8,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BAD"": ""STOOD_TOO_DEEP""}"
26JUL17VALFAL,WTA_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""VAL"": ""STOOD_TOO_DEEP""}"
26JUL17WONJOH,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""WON"": ""STOOD_TOO_DEEP""}"
26JUL18ALCVIL,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ALC"": ""STOOD_TOO_DEEP""}"
26JUL18BANGAO,WTA_MAIN,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""BAN"": ""STOOD_TOO_DEEP""}"
26JUL18BASBOE,WTA_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BAS"": ""STOOD_TOO_DEEP""}"
26JUL18BROBRA,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BRA"": ""STOOD_TOO_DEEP""}"
26JUL18BUTTAB,ATP_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TAB"": ""STOOD_TOO_DEEP""}"
26JUL18CIRTOT,WTA_CHALL,PARTIAL_FOR_REASON,5,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""CIR"": ""STOOD_TOO_DEEP""}"
26JUL18COLCER,ATP_MAIN,PARTIAL_FOR_REASON,3,MAIN,OBSERVED_STARTS_UPPER_BOUND,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""COL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL18COSHIB,WTA_MAIN,PARTIAL_FOR_REASON,6,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""COS"": ""STOOD_TOO_DEEP""}"
26JUL18DENCOP,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""COP"": ""STOOD_TOO_DEEP""}"
26JUL18DOMSKA,ATP_MAIN,NEITHER_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""DOM"": ""STOOD_TOO_DEEP"", ""SKA"": ""STOOD_TOO_DEEP""}"
26JUL18FUEBON,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""FUE"": ""STOOD_TOO_DEEP""}"
26JUL18HEIFEL,ATP_MAIN,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""HEI"": ""STOOD_TOO_DEEP""}"
26JUL18HIPGIU,ATP_MAIN,PARTIAL_FOR_REASON,9,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(STABILITY_ONSET_NOT_REACHED),"{""GIU"": ""LICENSE_BLOCKED(STABILITY_ONSET_NOT_REACHED)""}"
26JUL18HONTHA,WTA_MAIN,PARTIAL_FOR_REASON,7,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""HON"": ""STOOD_TOO_DEEP""}"
26JUL18ITOKNU,WTA_MAIN,PARTIAL_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""ITO"": ""STOOD_TOO_DEEP""}"
26JUL18KOPHER,ATP_MAIN,PARTIAL_FOR_REASON,2,MAIN,OBSERVED_STARTS_UPPER_BOUND,STOOD_TOO_DEEP,"{""KOP"": ""STOOD_TOO_DEEP""}"
26JUL18LUZTSE,ATP_MAIN,NEITHER_FOR_REASON,4,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+STOOD_ELSEWHERE,"{""LUZ"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_NO_VALID_CREDIT)"", ""TSE"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL18MARJOR,ATP_MAIN,PARTIAL_FOR_REASON,8,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MAR"": ""STOOD_TOO_DEEP""}"
