class,leg_ticker,sibling_ticker,category,region,sibling_fill_cents,own_audited_close_cents,cap_99_minus_sibfill,cap_close_minus_1,target,verdict,reason,first_qualifying_epoch,first_qualifying_price,release_minutes
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19POLSCH-SCH,KXATPCHALLENGERMATCH-26JUL19POLSCH-POL,ATP_CHALL,26_50,69,34,30,33,30,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19PONZIE-PON,KXATPCHALLENGERMATCH-26JUL19PONZIE-ZIE,ATP_CHALL,le25,80,22,19,21,19,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19RODIVA-ROD,KXATPCHALLENGERMATCH-26JUL19RODIVA-IVA,ATP_CHALL,51_75,35,66,64,65,64,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19SURPER-SUR,KXATPCHALLENGERMATCH-26JUL19SURPER-PER,ATP_CHALL,ge76,5,96,94,95,94,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19TOKMIY-MIY,KXATPCHALLENGERMATCH-26JUL19TOKMIY-MIY,ATP_CHALL,51_75,67,71,32,70,32,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19VALCAS-VAL,KXATPCHALLENGERMATCH-26JUL19VALCAS-CAS,ATP_CHALL,26_50,46,56,53,55,53,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784464946,53,0.9
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19VANGOR-GOR,KXATPCHALLENGERMATCH-26JUL19VANGOR-VAN,ATP_CHALL,26_50,55,53,44,52,44,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL19VANRAD-VAN,KXATPCHALLENGERMATCH-26JUL19VANRAD-RAD,ATP_CHALL,26_50,74,29,25,28,25,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20ALKFIC-FIC,KXATPCHALLENGERMATCH-26JUL20ALKFIC-ALK,ATP_CHALL,26_50,54,50,45,49,45,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20CRECOP-CRE,KXATPCHALLENGERMATCH-26JUL20CRECOP-COP,ATP_CHALL,26_50,63,39,36,38,36,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20CREMAT-CRE,KXATPCHALLENGERMATCH-26JUL20CREMAT-MAT,ATP_CHALL,51_75,38,63,61,62,61,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20FAURIN-FAU,KXATPCHALLENGERMATCH-26JUL20FAURIN-RIN,ATP_CHALL,26_50,66,35,33,34,33,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20GADGUI-GAD,KXATPCHALLENGERMATCH-26JUL20GADGUI-GUI,ATP_CHALL,26_50,53,48,46,47,46,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20KUZJAN-KUZ,KXATPCHALLENGERMATCH-26JUL20KUZJAN-JAN,ATP_CHALL,ge76,20,81,79,80,79,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20MILSHE-SHE,KXATPCHALLENGERMATCH-26JUL20MILSHE-MIL,ATP_CHALL,26_50,55,46,44,45,44,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20MONBAR-BAR,KXATPCHALLENGERMATCH-26JUL20MONBAR-MON,ATP_CHALL,51_75,45,57,54,56,54,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20ONCAJD-AJD,KXATPCHALLENGERMATCH-26JUL20ONCAJD-AJD,ATP_CHALL,26_50,31,32,68,31,31,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784534872,31,2.8
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20PETTAB-TAB,KXATPCHALLENGERMATCH-26JUL20PETTAB-PET,ATP_CHALL,26_50,66,36,33,35,33,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20POHWES-POH,KXATPCHALLENGERMATCH-26JUL20POHWES-WES,ATP_CHALL,le25,91,10,8,9,8,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20POLBRU-POL,KXATPCHALLENGERMATCH-26JUL20POLBRU-POL,ATP_CHALL,51_75,61,63,38,62,38,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20SEYKOL-SEY,KXATPCHALLENGERMATCH-26JUL20SEYKOL-SEY,ATP_CHALL,51_75,54,55,45,54,45,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20VARDON-DON,KXATPCHALLENGERMATCH-26JUL20VARDON-VAR,ATP_CHALL,26_50,65,37,34,36,34,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPCHALLENGERMATCH-26JUL20ZHUMAL-ZHU,KXATPCHALLENGERMATCH-26JUL20ZHUMAL-MAL,ATP_CHALL,26_50,56,46,43,45,43,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL12BUDPEL-PEL,KXATPMATCH-26JUL12BUDPEL-BUD,ATP_MAIN,51_75,47,54,52,53,52,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL12CERKOL-CER,KXATPMATCH-26JUL12CERKOL-KOL,ATP_MAIN,51_75,22,84,77,83,77,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL12DIEMON-MON,KXATPMATCH-26JUL12DIEMON-DIE,ATP_MAIN,26_50,57,49,42,48,42,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
b_FN_mirror,KXATPMATCH-26JUL12FELKEC-FEL,KXATPMATCH-26JUL12FELKEC-KEC,ATP_MAIN,26_50,73,29,26,28,26,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL12MARHAN-HAN,KXATPMATCH-26JUL12MARHAN-MAR,ATP_MAIN,51_75,24,77,75,76,75,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL12NEUTOP-NEU,KXATPMATCH-26JUL12NEUTOP-NEU,ATP_MAIN,51_75,74,75,25,74,25,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL12OFNTIR-TIR,KXATPMATCH-26JUL12OFNTIR-OFN,ATP_MAIN,51_75,43,60,56,59,56,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL12PRASAI-PRA,KXATPMATCH-26JUL12PRASAI-PRA,ATP_MAIN,26_50,43,44,56,43,43,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783850549,43,0.0
b_FN_mirror,KXATPMATCH-26JUL12REJMID-REJ,KXATPMATCH-26JUL12REJMID-REJ,ATP_MAIN,le25,8,9,91,8,8,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783846976,8,0.8
b_FN_mirror,KXATPMATCH-26JUL12SONSCH-SON,KXATPMATCH-26JUL12SONSCH-SCH,ATP_MAIN,51_75,36,70,63,69,63,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL13COLSKA-SKA,KXATPMATCH-26JUL13COLSKA-COL,ATP_MAIN,le25,88,18,11,17,11,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL13PASKRU-KRU,KXATPMATCH-26JUL13PASKRU-KRU,ATP_MAIN,26_50,36,37,63,36,36,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783911652,36,0.1
b_FN_mirror,KXATPMATCH-26JUL13SANDAN-SAN,KXATPMATCH-26JUL13SANDAN-DAN,ATP_MAIN,le25,78,25,21,24,21,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL14CECBUR-CEC,KXATPMATCH-26JUL14CECBUR-BUR,ATP_MAIN,26_50,57,48,42,47,42,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL14KYMDIE-DIE,KXATPMATCH-26JUL14KYMDIE-KYM,ATP_MAIN,26_50,64,38,35,37,35,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL14NEUPRA-PRA,KXATPMATCH-26JUL14NEUPRA-PRA,ATP_MAIN,26_50,34,35,65,34,34,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784046382,34,0.5
b_FN_mirror,KXATPMATCH-26JUL15ALTDAR-DAR,KXATPMATCH-26JUL15ALTDAR-ALT,ATP_MAIN,51_75,38,65,61,64,61,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL15BASTIR-TIR,KXATPMATCH-26JUL15BASTIR-BAS,ATP_MAIN,51_75,32,71,67,70,67,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL15COBBUR-BUR,KXATPMATCH-26JUL15COBBUR-COB,ATP_MAIN,26_50,71,36,28,35,28,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL15HANVAC-VAC,KXATPMATCH-26JUL15HANVAC-HAN,ATP_MAIN,26_50,64,39,35,38,35,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL15PRADZU-PRA,KXATPMATCH-26JUL15PRADZU-DZU,ATP_MAIN,26_50,66,38,33,37,33,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL16DEJBAE-BAE,KXATPMATCH-26JUL16DEJBAE-DEJ,ATP_MAIN,26_50,54,49,45,48,45,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL16FARRUU-FAR,KXATPMATCH-26JUL16FARRUU-RUU,ATP_MAIN,le25,80,21,19,20,19,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL17CERRUU-RUU,KXATPMATCH-26JUL17CERRUU-CER,ATP_MAIN,51_75,27,75,72,74,72,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL17TABTIR-TIR,KXATPMATCH-26JUL17TABTIR-TAB,ATP_MAIN,26_50,56,45,43,44,43,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL17VALTRA-TRA,KXATPMATCH-26JUL17VALTRA-VAL,ATP_MAIN,26_50,72,30,27,29,27,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL18CINMIC-MIC,KXATPMATCH-26JUL18CINMIC-CIN,ATP_MAIN,26_50,74,28,25,27,25,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL18DOMSKA-DOM,KXATPMATCH-26JUL18DOMSKA-SKA,ATP_MAIN,le25,81,22,18,21,18,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL18GAUTSE-TSE,KXATPMATCH-26JUL18GAUTSE-GAU,ATP_MAIN,26_50,61,44,38,43,38,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL18HEIFEL-FEL,KXATPMATCH-26JUL18HEIFEL-HEI,ATP_MAIN,26_50,58,44,41,43,41,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL18SHETSI-SHE,KXATPMATCH-26JUL18SHETSI-TSI,ATP_MAIN,le25,78,27,21,26,21,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL19DROUGO-UGO,KXATPMATCH-26JUL19DROUGO-DRO,ATP_MAIN,26_50,49,55,50,54,50,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL19FELKOP-KOP,KXATPMATCH-26JUL19FELKOP-FEL,ATP_MAIN,le25,76,26,23,25,23,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL19MOLOFN-OFN,KXATPMATCH-26JUL19MOLOFN-MOL,ATP_MAIN,26_50,62,40,37,39,37,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL19MULNAV-MUL,KXATPMATCH-26JUL19MULNAV-NAV,ATP_MAIN,le25,84,18,15,17,15,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL19TORBAS-TOR,KXATPMATCH-26JUL19TORBAS-BAS,ATP_MAIN,le25,78,24,21,23,21,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL19WAWBUR-WAW,KXATPMATCH-26JUL19WAWBUR-BUR,ATP_MAIN,26_50,69,34,30,33,30,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXATPMATCH-26JUL20DIACIN-CIN,KXATPMATCH-26JUL20DIACIN-DIA,ATP_MAIN,26_50,62,40,37,39,37,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL12CIRHUA-CIR,KXWTACHALLENGERMATCH-26JUL12CIRHUA-CIR,WTA_CHALL,le25,7,8,92,7,7,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783836968,7,0.0
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL12ERJBOS-BOS,KXWTACHALLENGERMATCH-26JUL12ERJBOS-ERJ,WTA_CHALL,le25,82,20,17,19,17,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL12ROUJAK-JAK,KXWTACHALLENGERMATCH-26JUL12ROUJAK-ROU,WTA_CHALL,51_75,46,55,53,54,53,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL13GRABER-GRA,KXWTACHALLENGERMATCH-26JUL13GRABER-GRA,WTA_CHALL,ge76,79,80,20,79,20,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL13KOTURG-KOT,KXWTACHALLENGERMATCH-26JUL13KOTURG-URG,WTA_CHALL,26_50,68,33,31,32,31,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL13PAPAND-AND,KXWTACHALLENGERMATCH-26JUL13PAPAND-PAP,WTA_CHALL,ge76,23,79,76,78,76,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL13RAMNOH-NOH,KXWTACHALLENGERMATCH-26JUL13RAMNOH-NOH,WTA_CHALL,51_75,77,77,22,76,22,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL13RISPOH-POH,KXWTACHALLENGERMATCH-26JUL13RISPOH-POH,WTA_CHALL,51_75,54,55,45,54,45,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL13SAINUG-NUG,KXWTACHALLENGERMATCH-26JUL13SAINUG-SAI,WTA_CHALL,51_75,33,99,66,98,66,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783943335,63,219.1
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL13SHIHUA-SHI,KXWTACHALLENGERMATCH-26JUL13SHIHUA-HUA,WTA_CHALL,26_50,66,99,33,98,33,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783937503,32,221.0
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14BARKOL-BAR,KXWTACHALLENGERMATCH-26JUL14BARKOL-KOL,WTA_CHALL,ge76,7,94,92,93,92,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14BRAPIE-BRA,KXWTACHALLENGERMATCH-26JUL14BRAPIE-PIE,WTA_CHALL,ge76,22,79,77,78,77,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14CARVON-CAR,KXWTACHALLENGERMATCH-26JUL14CARVON-VON,WTA_CHALL,51_75,28,75,71,74,71,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14COLPAL-PAL,KXWTACHALLENGERMATCH-26JUL14COLPAL-PAL,WTA_CHALL,51_75,67,68,32,67,32,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14FALYUA-FAL,KXWTACHALLENGERMATCH-26JUL14FALYUA-YUA,WTA_CHALL,26_50,60,55,39,54,39,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14FERZAN-ZAN,KXWTACHALLENGERMATCH-26JUL14FERZAN-FER,WTA_CHALL,26_50,68,33,31,32,31,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14FRUGAO-FRU,KXWTACHALLENGERMATCH-26JUL14FRUGAO-GAO,WTA_CHALL,26_50,56,46,43,45,43,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14HENKRA-KRA,KXWTACHALLENGERMATCH-26JUL14HENKRA-KRA,WTA_CHALL,ge76,81,82,18,81,18,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14KOVBAS-BAS,KXWTACHALLENGERMATCH-26JUL14KOVBAS-BAS,WTA_CHALL,51_75,67,68,32,67,32,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14PACVED-VED,KXWTACHALLENGERMATCH-26JUL14PACVED-PAC,WTA_CHALL,ge76,17,86,82,85,82,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL14TREGRA-GRA,KXWTACHALLENGERMATCH-26JUL14TREGRA-TRE,WTA_CHALL,51_75,27,75,72,74,72,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL15ASTNOH-AST,KXWTACHALLENGERMATCH-26JUL15ASTNOH-NOH,WTA_CHALL,26_50,61,40,38,39,38,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL16KHOPRO-PRO,KXWTACHALLENGERMATCH-26JUL16KHOPRO-KHO,WTA_CHALL,ge76,16,99,83,98,83,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL17ERJFEI-ERJ,KXWTACHALLENGERMATCH-26JUL17ERJFEI-ERJ,WTA_CHALL,51_75,68,69,31,68,31,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL17GRAVAN-VAN,KXWTACHALLENGERMATCH-26JUL17GRAVAN-GRA,WTA_CHALL,51_75,44,58,55,57,55,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL17VALFAL-VAL,KXWTACHALLENGERMATCH-26JUL17VALFAL-VAL,WTA_CHALL,51_75,57,58,42,57,42,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL18BASBOE-BOE,KXWTACHALLENGERMATCH-26JUL18BASBOE-BAS,WTA_CHALL,le25,96,7,3,6,3,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL18CIRTOT-CIR,KXWTACHALLENGERMATCH-26JUL18CIRTOT-CIR,WTA_CHALL,26_50,41,43,58,42,42,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784389476,41,13.5
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL18TREJON-JON,KXWTACHALLENGERMATCH-26JUL18TREJON-TRE,WTA_CHALL,51_75,37,65,62,64,62,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL18ZAKVAN-VAN,KXWTACHALLENGERMATCH-26JUL18ZAKVAN-VAN,WTA_CHALL,26_50,51,99,48,98,48,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL19KOTHOD-HOD,KXWTACHALLENGERMATCH-26JUL19KOTHOD-HOD,WTA_CHALL,51_75,62,63,37,62,37,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL19RENTON-TON,KXWTACHALLENGERMATCH-26JUL19RENTON-REN,WTA_CHALL,26_50,70,31,29,30,29,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL19SERTOT-TOT,KXWTACHALLENGERMATCH-26JUL19SERTOT-SER,WTA_CHALL,51_75,42,61,57,60,57,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL20KABCHI-CHI,KXWTACHALLENGERMATCH-26JUL20KABCHI-KAB,WTA_CHALL,ge76,23,78,76,77,76,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTACHALLENGERMATCH-26JUL20MAZSPI-SPI,KXWTACHALLENGERMATCH-26JUL20MAZSPI-SPI,WTA_CHALL,26_50,33,34,66,33,33,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784565127,33,1.1
b_FN_mirror,KXWTAMATCH-26JUL12AVASEI-AVA,KXWTAMATCH-26JUL12AVASEI-SEI,WTA_MAIN,ge76,12,91,87,90,87,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL12FETPIE-PIE,KXWTAMATCH-26JUL12FETPIE-PIE,WTA_MAIN,51_75,67,68,32,67,32,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL12GARPRI-PRI,KXWTAMATCH-26JUL12GARPRI-GAR,WTA_MAIN,51_75,40,63,59,62,59,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL12HERKAZ-HER,KXWTAMATCH-26JUL12HERKAZ-KAZ,WTA_MAIN,26_50,47,55,52,54,52,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
b_FN_mirror,KXWTAMATCH-26JUL12HODYAS-YAS,KXWTAMATCH-26JUL12HODYAS-HOD,WTA_MAIN,le25,88,14,11,13,11,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL12KOZIBR-IBR,KXWTAMATCH-26JUL12KOZIBR-KOZ,WTA_MAIN,ge76,10,91,89,90,89,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
b_FN_mirror,KXWTAMATCH-26JUL12LEPBUR-LEP,KXWTAMATCH-26JUL12LEPBUR-BUR,WTA_MAIN,51_75,25,79,74,78,74,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
b_FN_mirror,KXWTAMATCH-26JUL12MICKUL-MIC,KXWTAMATCH-26JUL12MICKUL-KUL,WTA_MAIN,26_50,57,45,42,44,42,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL12MORNEP-NEP,KXWTAMATCH-26JUL12MORNEP-MOR,WTA_MAIN,le25,77,25,22,24,22,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL12OKAIPE-IPE,KXWTAMATCH-26JUL12OKAIPE-OKA,WTA_MAIN,ge76,16,87,83,86,83,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL12TAGSIE-TAG,KXWTAMATCH-26JUL12TAGSIE-TAG,WTA_MAIN,ge76,88,90,11,89,11,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
