event,category,bucket,held_leg,fill_cents,exit_band_abs,residency_bid_touch,print_backed
KXATPMATCH-26JUL14CINHAL,ATP_MAIN,<=8h,KXATPMATCH-26JUL14CINHAL-HAL,,89,False,False
KXATPMATCH-26JUL14KYMDIE,ATP_MAIN,<=2h,KXATPMATCH-26JUL14KYMDIE-DIE,,73,False,False
KXATPMATCH-26JUL14RINTAB,ATP_MAIN,>8h,KXATPMATCH-26JUL14RINTAB-TAB,,62,False,False
KXATPMATCH-26JUL14TOPUGO,ATP_MAIN,<=4h,KXATPMATCH-26JUL14TOPUGO-UGO,,87,False,False
KXATPMATCH-26JUL14TRAKRU,ATP_MAIN,<=8h,KXATPMATCH-26JUL14TRAKRU-TRA,,48,False,False
KXATPMATCH-26JUL14VALDAM,ATP_MAIN,<=1h,KXATPMATCH-26JUL14VALDAM-VAL,,82,True,True
KXATPMATCH-26JUL14VANDAN,ATP_MAIN,<=1h,KXATPMATCH-26JUL14VANDAN-VAN,,99,False,False
KXATPMATCH-26JUL15ALTDAR,ATP_MAIN,<=4h,KXATPMATCH-26JUL15ALTDAR-DAR,,99,False,False
KXATPMATCH-26JUL15BASTIR,ATP_MAIN,<=4h,KXATPMATCH-26JUL15BASTIR-TIR,,70,False,False
KXATPMATCH-26JUL15BORDIM,ATP_MAIN,<=4h,KXATPMATCH-26JUL15BORDIM-DIM,,75,False,False
KXATPMATCH-26JUL15BUBHAL,ATP_MAIN,<=8h,KXATPMATCH-26JUL15BUBHAL-HAL,,98,False,False
KXATPMATCH-26JUL15CERKEC,ATP_MAIN,>8h,KXATPMATCH-26JUL15CERKEC-CER,,64,False,False
KXATPMATCH-26JUL15COBBUR,ATP_MAIN,<=8h,KXATPMATCH-26JUL15COBBUR-BUR,,60,False,False
KXATPMATCH-26JUL15COLSON,ATP_MAIN,<=2h,KXATPMATCH-26JUL15COLSON-COL,,100,False,False
KXATPMATCH-26JUL15PRADZU,ATP_MAIN,<=1h,KXATPMATCH-26JUL15PRADZU-PRA,,63,False,False
KXATPMATCH-26JUL15RUBPEL,ATP_MAIN,<=4h,KXATPMATCH-26JUL15RUBPEL-PEL,,96,False,False
KXATPMATCH-26JUL15TABMID,ATP_MAIN,<=8h,KXATPMATCH-26JUL15TABMID-MID,,46,False,False
KXATPMATCH-26JUL15TRANAV,ATP_MAIN,<=1h,KXATPMATCH-26JUL15TRANAV-TRA,,20,False,False
KXATPMATCH-26JUL16BURUGO,ATP_MAIN,<=1h,KXATPMATCH-26JUL16BURUGO-BUR,,77,False,False
KXATPMATCH-26JUL16DEJBAE,ATP_MAIN,>8h,KXATPMATCH-26JUL16DEJBAE-BAE,,91,False,False
KXATPMATCH-26JUL16DZUARN,ATP_MAIN,<=8h,KXATPMATCH-26JUL16DZUARN-ARN,,98,False,False
KXATPMATCH-26JUL16FARRUU,ATP_MAIN,<=8h,KXATPMATCH-26JUL16FARRUU-RUU,,98,False,False
KXATPMATCH-26JUL16MOLDAV,ATP_MAIN,<=2h,KXATPMATCH-26JUL16MOLDAV-MOL,,48,False,False
KXATPMATCH-26JUL17BORDAR,ATP_MAIN,<=1h,KXATPMATCH-26JUL17BORDAR-BOR,,48,False,False
KXATPMATCH-26JUL17CERRUU,ATP_MAIN,<=4h,KXATPMATCH-26JUL17CERRUU-RUU,,73,True,True
KXATPMATCH-26JUL17COLVAC,ATP_MAIN,<=4h,KXATPMATCH-26JUL17COLVAC-VAC,,48,False,False
KXATPMATCH-26JUL17DZUMOL,ATP_MAIN,<=1h,KXATPMATCH-26JUL17DZUMOL-DZU,,62,False,False
KXATPMATCH-26JUL17HALSHE,ATP_MAIN,<=1h,KXATPMATCH-26JUL17HALSHE-SHE,,73,False,False
KXATPMATCH-26JUL17RINTSI,ATP_MAIN,>8h,KXATPMATCH-26JUL17RINTSI-TSI,,95,False,False
KXATPMATCH-26JUL17TABTIR,ATP_MAIN,<=4h,KXATPMATCH-26JUL17TABTIR-TAB,,55,True,True
KXATPMATCH-26JUL17VALTRA,ATP_MAIN,<=1h,KXATPMATCH-26JUL17VALTRA-VAL,,97,False,False
KXATPMATCH-26JUL18DOMSKA,ATP_MAIN,<=2h,KXATPMATCH-26JUL18DOMSKA-DOM,,72,False,False
KXATPMATCH-26JUL18HEIFEL,ATP_MAIN,<=1h,KXATPMATCH-26JUL18HEIFEL-FEL,,72,False,False
KXATPMATCH-26JUL18MERDZU,ATP_MAIN,<=4h,KXATPMATCH-26JUL18MERDZU-MER,,98,False,False
KXATPMATCH-26JUL18PELSIL,ATP_MAIN,>8h,KXATPMATCH-26JUL18PELSIL-PEL,,100,False,False
KXATPMATCH-26JUL18RUBTAB,ATP_MAIN,<=8h,KXATPMATCH-26JUL18RUBTAB-TAB,,60,False,False
KXATPMATCH-26JUL19ALTCOL,ATP_MAIN,<=8h,KXATPMATCH-26JUL19ALTCOL-COL,,58,True,True
KXATPMATCH-26JUL19BAEKEC,ATP_MAIN,>8h,KXATPMATCH-26JUL19BAEKEC-KEC,,55,True,True
KXATPMATCH-26JUL19CERTRU,ATP_MAIN,>8h,KXATPMATCH-26JUL19CERTRU-CER,,66,True,True
KXATPMATCH-26JUL19DROUGO,ATP_MAIN,>8h,KXATPMATCH-26JUL19DROUGO-UGO,,89,False,False
KXATPMATCH-26JUL19GASDZU,ATP_MAIN,>8h,KXATPMATCH-26JUL19GASDZU-GAS,,90,False,False
KXATPMATCH-26JUL19GAUCAR,ATP_MAIN,<=4h,KXATPMATCH-26JUL19GAUCAR-GAU,,59,False,False
KXATPMATCH-26JUL19KOPBUS,ATP_MAIN,>8h,KXATPMATCH-26JUL19KOPBUS-KOP,,76,False,False
KXATPMATCH-26JUL19LUZTAB,ATP_MAIN,<=2h,KXATPMATCH-26JUL19LUZTAB-TAB,,100,False,False
KXATPMATCH-26JUL19MARSKA,ATP_MAIN,<=8h,KXATPMATCH-26JUL19MARSKA-SKA,,39,True,True
KXATPMATCH-26JUL19MULNAV,ATP_MAIN,<=1h,KXATPMATCH-26JUL19MULNAV-NAV,,81,False,True
KXATPMATCH-26JUL19NEUHAN,ATP_MAIN,>8h,KXATPMATCH-26JUL19NEUHAN-HAN,,98,False,False
KXATPMATCH-26JUL19STRSHE,ATP_MAIN,>8h,KXATPMATCH-26JUL19STRSHE-SHE,,41,True,True
KXATPMATCH-26JUL19TORBAS,ATP_MAIN,>8h,KXATPMATCH-26JUL19TORBAS-BAS,,77,True,True
KXATPMATCH-26JUL19VANFAR,ATP_MAIN,>8h,KXATPMATCH-26JUL19VANFAR-FAR,,55,True,True
KXATPMATCH-26JUL19WAWBUR,ATP_MAIN,>8h,KXATPMATCH-26JUL19WAWBUR-BUR,,71,True,True
KXATPMATCH-26JUL20DIACIN,ATP_MAIN,<=4h,KXATPMATCH-26JUL20DIACIN-CIN,,39,True,True
KXATPMATCH-26JUL20DJECIN,ATP_MAIN,<=1h,KXATPMATCH-26JUL20DJECIN-CIN,,72,False,False
KXATPMATCH-26JUL20ROCMAR,ATP_MAIN,<=8h,KXATPMATCH-26JUL20ROCMAR-ROC,,54,True,True
KXATPMATCH-26JUL20SCHROD,ATP_MAIN,<=1h,KXATPMATCH-26JUL20SCHROD-SCH,,39,False,False
KXWTACHALLENGERMATCH-26JUL12BASABB,WTA_CHALL,<=4h,KXWTACHALLENGERMATCH-26JUL12BASABB-ABB,,36,False,False
KXWTACHALLENGERMATCH-26JUL12ERJBOS,WTA_CHALL,<=8h,KXWTACHALLENGERMATCH-26JUL12ERJBOS-ERJ,,54,True,True
KXWTACHALLENGERMATCH-26JUL12SOKNUG,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL12SOKNUG-NUG,,71,True,True
KXWTACHALLENGERMATCH-26JUL12VOLMAR,WTA_CHALL,<=4h,KXWTACHALLENGERMATCH-26JUL12VOLMAR-MAR,,94,False,False
KXWTACHALLENGERMATCH-26JUL13PENTHA,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL13PENTHA-THA,,34,True,True
KXWTACHALLENGERMATCH-26JUL13SELYAN,WTA_CHALL,<=4h,KXWTACHALLENGERMATCH-26JUL13SELYAN-SEL,,60,True,True
KXWTACHALLENGERMATCH-26JUL13VANLEE,WTA_CHALL,<=2h,KXWTACHALLENGERMATCH-26JUL13VANLEE-VAN,,95,True,True
KXWTACHALLENGERMATCH-26JUL14DILFAL,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL14DILFAL-DIL,,35,True,True
KXWTACHALLENGERMATCH-26JUL14FALYUA,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL14FALYUA-FAL,,89,False,False
KXWTACHALLENGERMATCH-26JUL14FERZAN,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL14FERZAN-FER,,72,False,False
KXWTACHALLENGERMATCH-26JUL14IATZVO,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL14IATZVO-ZVO,,70,False,False
KXWTACHALLENGERMATCH-26JUL14KOSRUG,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL14KOSRUG-KOS,,78,False,False
KXWTACHALLENGERMATCH-26JUL14WOLVAN,WTA_CHALL,<=2h,KXWTACHALLENGERMATCH-26JUL14WOLVAN-VAN,,99,False,False
KXWTACHALLENGERMATCH-26JUL15GRAPER,WTA_CHALL,<=4h,KXWTACHALLENGERMATCH-26JUL15GRAPER-GRA,,98,False,False
KXWTACHALLENGERMATCH-26JUL15JONURG,WTA_CHALL,<=8h,KXWTACHALLENGERMATCH-26JUL15JONURG-JON,,77,False,False
KXWTACHALLENGERMATCH-26JUL15KNUTAR,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL15KNUTAR-KNU,,19,True,True
KXWTACHALLENGERMATCH-26JUL15YANLAN,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL15YANLAN-LAN,,35,False,False
KXWTACHALLENGERMATCH-26JUL16BRAVED,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL16BRAVED-BRA,,41,True,True
KXWTACHALLENGERMATCH-26JUL16KOSBRO,WTA_CHALL,<=4h,KXWTACHALLENGERMATCH-26JUL16KOSBRO-KOS,,60,False,True
KXWTACHALLENGERMATCH-26JUL16KOVRIE,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL16KOVRIE-RIE,,98,False,False
KXWTACHALLENGERMATCH-26JUL17ANDKRA,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL17ANDKRA-KRA,,84,False,False
KXWTACHALLENGERMATCH-26JUL17CHIBRO,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL17CHIBRO-BRO,,65,False,False
KXWTACHALLENGERMATCH-26JUL17ERJFEI,WTA_CHALL,<=4h,KXWTACHALLENGERMATCH-26JUL17ERJFEI-ERJ,,71,False,False
KXWTACHALLENGERMATCH-26JUL17ZAKPRO,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL17ZAKPRO-ZAK,,41,True,True
KXWTACHALLENGERMATCH-26JUL19JONBRO,WTA_CHALL,<=4h,KXWTACHALLENGERMATCH-26JUL19JONBRO-BRO,,45,False,False
KXWTACHALLENGERMATCH-26JUL19KOTHOD,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL19KOTHOD-KOT,,100,False,False
KXWTACHALLENGERMATCH-26JUL20FERREN,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL20FERREN-FER,,85,False,False
KXWTACHALLENGERMATCH-26JUL20GORMIN,WTA_CHALL,<=2h,KXWTACHALLENGERMATCH-26JUL20GORMIN-GOR,,46,False,False
KXWTACHALLENGERMATCH-26JUL20LANRAD,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL20LANRAD-RAD,,93,False,False
KXWTACHALLENGERMATCH-26JUL20TOTRUG,WTA_CHALL,<=1h,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG,,75,False,False
KXWTAMATCH-26JUL12GARPRI,WTA_MAIN,<=1h,KXWTAMATCH-26JUL12GARPRI-GAR,,76,False,False
KXWTAMATCH-26JUL12KULZAA,WTA_MAIN,<=4h,KXWTAMATCH-26JUL12KULZAA-KUL,,48,False,False
KXWTAMATCH-26JUL12LEPBUR,WTA_MAIN,<=8h,KXWTAMATCH-26JUL12LEPBUR-LEP,,92,False,False
KXWTAMATCH-26JUL12MICKUL,WTA_MAIN,<=4h,KXWTAMATCH-26JUL12MICKUL-MIC,,99,False,False
KXWTAMATCH-26JUL12TAGSIE,WTA_MAIN,<=8h,KXWTAMATCH-26JUL12TAGSIE-TAG,,91,False,False
KXWTAMATCH-26JUL12WERAMA,WTA_MAIN,<=4h,KXWTAMATCH-26JUL12WERAMA-WER,,96,False,False
KXWTAMATCH-26JUL13ARAZID,WTA_MAIN,<=8h,KXWTAMATCH-26JUL13ARAZID-ARA,,98,False,False
KXWTAMATCH-26JUL13BADKAL,WTA_MAIN,>8h,KXWTAMATCH-26JUL13BADKAL-BAD,,63,False,False
KXWTAMATCH-26JUL13BLISAS,WTA_MAIN,<=4h,KXWTAMATCH-26JUL13BLISAS-BLI,,99,False,False
KXWTAMATCH-26JUL13BURLEP,WTA_MAIN,<=1h,KXWTAMATCH-26JUL13BURLEP-BUR,,98,False,False
KXWTAMATCH-26JUL13GRAPAR,WTA_MAIN,<=2h,KXWTAMATCH-26JUL13GRAPAR-GRA,,89,False,False
KXWTAMATCH-26JUL13ITOKOR,WTA_MAIN,<=2h,KXWTAMATCH-26JUL13ITOKOR-ITO,,98,False,False
KXWTAMATCH-26JUL13KAWWAL,WTA_MAIN,>8h,KXWTAMATCH-26JUL13KAWWAL-KAW,,48,False,False
KXWTAMATCH-26JUL13KRETOM,WTA_MAIN,<=8h,KXWTAMATCH-26JUL13KRETOM-KRE,,92,False,False
KXWTAMATCH-26JUL13LINHON,WTA_MAIN,>8h,KXWTAMATCH-26JUL13LINHON-HON,,61,False,False
KXWTAMATCH-26JUL13MORBEJ,WTA_MAIN,<=4h,KXWTAMATCH-26JUL13MORBEJ-MOR,,18,False,False
KXWTAMATCH-26JUL13QUERUS,WTA_MAIN,>8h,KXWTAMATCH-26JUL13QUERUS-QUE,,82,False,False
KXWTAMATCH-26JUL13SAKTON,WTA_MAIN,<=8h,KXWTAMATCH-26JUL13SAKTON-SAK,,65,False,False
KXWTAMATCH-26JUL13TAUHIB,WTA_MAIN,>8h,KXWTAMATCH-26JUL13TAUHIB-TAU,,74,True,True
KXWTAMATCH-26JUL13TIMANN,WTA_MAIN,<=4h,KXWTAMATCH-26JUL13TIMANN-TIM,,99,False,False
KXWTAMATCH-26JUL13VALCOS,WTA_MAIN,<=8h,KXWTAMATCH-26JUL13VALCOS-COS,,98,False,False
KXWTAMATCH-26JUL13ZHEBOU,WTA_MAIN,<=4h,KXWTAMATCH-26JUL13ZHEBOU-ZHE,,100,False,False
KXWTAMATCH-26JUL14AMAJAC,WTA_MAIN,<=8h,KXWTAMATCH-26JUL14AMAJAC-AMA,,61,False,False
KXWTAMATCH-26JUL14OLIIPE,WTA_MAIN,<=8h,KXWTAMATCH-26JUL14OLIIPE-IPE,,52,False,False
KXWTAMATCH-26JUL14PUTLIU,WTA_MAIN,<=1h,KXWTAMATCH-26JUL14PUTLIU-PUT,,99,False,False
KXWTAMATCH-26JUL14UDVROM,WTA_MAIN,<=1h,KXWTAMATCH-26JUL14UDVROM-ROM,,96,False,False
KXWTAMATCH-26JUL15AVAMAR,WTA_MAIN,>8h,KXWTAMATCH-26JUL15AVAMAR-AVA,,38,True,True
KXWTAMATCH-26JUL15DARSAK,WTA_MAIN,<=2h,KXWTAMATCH-26JUL15DARSAK-DAR,,64,False,False
KXWTAMATCH-26JUL15HONPAR,WTA_MAIN,<=8h,KXWTAMATCH-26JUL15HONPAR-PAR,,95,False,False
KXWTAMATCH-26JUL15KREMON,WTA_MAIN,>8h,KXWTAMATCH-26JUL15KREMON-KRE,,91,True,True
KXWTAMATCH-26JUL15MICZHE,WTA_MAIN,<=4h,KXWTAMATCH-26JUL15MICZHE-ZHE,,94,True,True
KXWTAMATCH-26JUL15OLIPRI,WTA_MAIN,>8h,KXWTAMATCH-26JUL15OLIPRI-OLI,,84,False,False
KXWTAMATCH-26JUL15PUTCHA,WTA_MAIN,<=1h,KXWTAMATCH-26JUL15PUTCHA-PUT,,98,False,False
KXWTAMATCH-26JUL16UDVKAW,WTA_MAIN,>8h,KXWTAMATCH-26JUL16UDVKAW-UDV,,85,False,False
KXWTAMATCH-26JUL17KREZHE,WTA_MAIN,<=1h,KXWTAMATCH-26JUL17KREZHE-ZHE,,97,False,False
KXWTAMATCH-26JUL17OLIBUR,WTA_MAIN,<=8h,KXWTAMATCH-26JUL17OLIBUR-OLI,,84,False,False
KXWTAMATCH-26JUL17PARSAK,WTA_MAIN,<=4h,KXWTAMATCH-26JUL17PARSAK-PAR,,58,False,False
KXWTAMATCH-26JUL17PUTSHE,WTA_MAIN,<=2h,KXWTAMATCH-26JUL17PUTSHE-PUT,,100,False,False
KXWTAMATCH-26JUL17UDVBAD,WTA_MAIN,<=4h,KXWTAMATCH-26JUL17UDVBAD-BAD,,93,False,False
KXWTAMATCH-26JUL18BADZID,WTA_MAIN,<=4h,KXWTAMATCH-26JUL18BADZID-ZID,,58,False,False
KXWTAMATCH-26JUL18BERSAI,WTA_MAIN,<=8h,KXWTAMATCH-26JUL18BERSAI-BER,,24,False,False
KXWTAMATCH-26JUL18HONTHA,WTA_MAIN,<=4h,KXWTAMATCH-26JUL18HONTHA-HON,,89,False,False
KXWTAMATCH-26JUL18PODKRE,WTA_MAIN,>8h,KXWTAMATCH-26JUL18PODKRE-POD,,97,False,False
KXWTAMATCH-26JUL18SAKKOR,WTA_MAIN,<=8h,KXWTAMATCH-26JUL18SAKKOR-KOR,,77,False,False
KXWTAMATCH-26JUL19EIGCAR,WTA_MAIN,<=1h,KXWTAMATCH-26JUL19EIGCAR-CAR,,94,True,True
KXWTAMATCH-26JUL19KRESAK,WTA_MAIN,<=2h,KXWTAMATCH-26JUL19KRESAK-SAK,,96,False,False
KXWTAMATCH-26JUL20AKSCOS,WTA_MAIN,<=1h,KXWTAMATCH-26JUL20AKSCOS-COS,,72,True,True
KXWTAMATCH-26JUL20BONUCH,WTA_MAIN,>8h,KXWTAMATCH-26JUL20BONUCH-BON,,93,False,False
KXWTAMATCH-26JUL20FRUKRE,WTA_MAIN,>8h,KXWTAMATCH-26JUL20FRUKRE-KRE,,93,False,False
KXWTAMATCH-26JUL20KORJIM,WTA_MAIN,>8h,KXWTAMATCH-26JUL20KORJIM-KOR,,98,False,False
KXWTAMATCH-26JUL20OLISCH,WTA_MAIN,<=8h,KXWTAMATCH-26JUL20OLISCH-OLI,,72,True,True
KXWTAMATCH-26JUL20PARHON,WTA_MAIN,>8h,KXWTAMATCH-26JUL20PARHON-HON,,64,False,False
KXWTAMATCH-26JUL20PODSTU,WTA_MAIN,>8h,KXWTAMATCH-26JUL20PODSTU-STU,,64,False,False
KXWTAMATCH-26JUL20PRIBRA,WTA_MAIN,<=1h,KXWTAMATCH-26JUL20PRIBRA-PRI,,98,False,False
KXWTAMATCH-26JUL20QUEKAL,WTA_MAIN,<=8h,KXWTAMATCH-26JUL20QUEKAL-KAL,,71,False,False
KXWTAMATCH-26JUL20ROMERJ,WTA_MAIN,<=8h,KXWTAMATCH-26JUL20ROMERJ-ERJ,,85,False,False
KXWTAMATCH-26JUL20RUSPAQ,WTA_MAIN,<=8h,KXWTAMATCH-26JUL20RUSPAQ-RUS,,99,False,False
KXWTAMATCH-26JUL20RUZSAL,WTA_MAIN,<=1h,KXWTAMATCH-26JUL20RUZSAL-RUZ,,78,False,False
KXWTAMATCH-26JUL20SAMJOI,WTA_MAIN,<=4h,KXWTAMATCH-26JUL20SAMJOI-JOI,,63,False,False
KXWTAMATCH-26JUL20SEISNI,WTA_MAIN,<=4h,KXWTAMATCH-26JUL20SEISNI-SNI,,96,False,False
KXWTAMATCH-26JUL20STENOH,WTA_MAIN,>8h,KXWTAMATCH-26JUL20STENOH-NOH,,91,False,False
KXWTAMATCH-26JUL20TIMSAS,WTA_MAIN,<=8h,KXWTAMATCH-26JUL20TIMSAS-SAS,,85,False,False
KXWTAMATCH-26JUL20VEDBAR,WTA_MAIN,<=4h,KXWTAMATCH-26JUL20VEDBAR-VED,,98,False,False
