code,cat,state,bell,margin,layer1,leg_reasons,layer2,first_primed_epoch,feasible_window_min,max_lawful_joint_margin
26JUL14ALCTAB,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ALC"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TAB"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784004757,56.1,0
26JUL14ALMGRA,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ALM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""GRA"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784004166,562.9,5
26JUL14BRUNIJ,ATP_CHALL,PARTIAL_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BRU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""NIJ"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783998039,417.4,0
26JUL14CLAWES,ATP_CHALL,PARTIAL_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""CLA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""WES"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1783990519,447.8,0
26JUL14DALMAY,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""DAL"": ""STOOD_TOO_DEEP"", ""MAY"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784017093,442.8,0
26JUL14DELXIL,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,2,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""DEL"": ""STOOD_TOO_DEEP"", ""XIL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783986337,1016.6,1
26JUL14DRATRO,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""DRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TRO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784060286,42.3,0
26JUL14FUEPRI,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""FUE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""PRI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784026129,,
26JUL14GANZIN,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,19,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""GAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""ZIN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784001550,274.1,18
26JUL14GENPET,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,4,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""GEN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""PET"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}",PLAN_WAS_FEASIBLE,1784021211,104.0,1
26JUL14GUIBON,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BON"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""GUI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784000504,,
26JUL14IVAGIU,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""GIU"": ""STOOD_TOO_DEEP"", ""IVA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784002622,298.9,3
26JUL14JOHBER,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""BER"": ""STOOD_TOO_DEEP"", ""JOH"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784007638,321.0,2
26JUL14JONIVA,ATP_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""IVA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""JON"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784003996,631.9,0
26JUL14KRATOR,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""KRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TOR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783977912,280.8,0
26JUL14LAGSAN,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""LAG"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784020705,351.5,0
26JUL14MAKSEY,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""MAK"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""SEY"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}",PLAN_WAS_FEASIBLE,1783986337,610.5,0
26JUL14MARCAM,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""CAM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""MAR"": ""STOOD_TOO_DEEP""}",PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784034105,,
26JUL14MARMAY,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,3,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""MAR"": ""STOOD_TOO_DEEP"", ""MAY"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783978049,886.7,2
26JUL14MILCHA,ATP_CHALL,PARTIAL_FOR_REASON,exact,7,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""CHA"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""MIL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784066097,43.0,1
26JUL14RONGIU,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,1,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""GIU"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""RON"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1784002234,346.7,0
26JUL14ROZRIC,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""RIC"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""ROZ"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784008327,772.5,0
26JUL14SMIILA,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,41,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""ILA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SMI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784034389,124.9,40
26JUL14URSPAL,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,3,INPUT_GRAIN_ASLEEP+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""PAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""URS"": ""INPUT_GRAIN_ASLEEP""}",PLAN_WAS_FEASIBLE,1784035452,109.1,0
26JUL14VILRIB,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""RIB"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""VIL"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1783978049,748.7,0
26JUL14ZHOKOZ,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""KOZ"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""ZHO"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784003351,713.2,3
26JUL14ZHUYUN,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""YUN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""ZHU"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1784007592,587.3,2
26JUL15GENDE,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DE"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""GEN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784102937,,
26JUL15NAPBAR,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""BAR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""NAP"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784093345,525.6,0
26JUL15NOGSUR,ATP_CHALL,PARTIAL_FOR_REASON,exact,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""NOG"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SUR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784110272,191.7,1
26JUL15RODINC,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""INC"": ""STOOD_TOO_DEEP"", ""ROD"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784108136,183.1,2
26JUL15ROMGAL,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,5,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""GAL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""ROM"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1784096849,163.5,4
26JUL15SANERE,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,9,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ERE"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""SAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784101224,542.6,8
26JUL15SCHHOU,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""HOU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SCH"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784099315,429.8,0
26JUL15WOLJOH,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""JOH"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""WOL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784114688,480.7,1
26JUL15YIBYUN,ATP_CHALL,PARTIAL_FOR_REASON,contradictory,11,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""YIB"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""YUN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784095218,773.2,10
26JUL15ZHOPER,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""PER"": ""STOOD_TOO_DEEP"", ""ZHO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784105873,397.1,1
26JUL15ZINGAL,ATP_CHALL,PARTIAL_FOR_REASON,exact,8,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""GAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""ZIN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784090010,615.7,7
26JUL16ADDGHI,ATP_CHALL,PARTIAL_FOR_REASON,exact,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ADD"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""GHI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784218158,,
26JUL16DELDAL,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""DAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""DEL"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1784196522,140.8,1
26JUL16DENBAR,ATP_CHALL,PARTIAL_FOR_REASON,exact,3,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""BAR"": ""STOOD_TOO_DEEP"", ""DEN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784155465,658.6,2
26JUL16DRAMIL,ATP_CHALL,PARTIAL_FOR_REASON,exact,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DRA"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""MIL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784233029,30.5,1
26JUL16FORCUI,ATP_CHALL,PARTIAL_FOR_REASON,exact,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""CUI"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""FOR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784206687,179.6,1
26JUL16GRESAN,ATP_CHALL,PARTIAL_FOR_REASON,exact,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""GRE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784223345,115.2,1
26JUL16KUMBRO,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BRO"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""KUM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784155465,223.9,0
26JUL16RICGEA,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""GEA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""RIC"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784230174,29.8,0
26JUL17ADDIVA,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,3,INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ADD"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""IVA"": ""INPUT_GRAIN_ASLEEP""}",PLAN_WAS_FEASIBLE,1784303021,83.5,0
26JUL17DRAGEA,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DRA"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""GEA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784268804,537.3,0
26JUL17FORTOM,ATP_CHALL,PARTIAL_FOR_REASON,contradictory,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""FOR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TOM"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784325844,142.8,1
26JUL17GALCOP,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""COP"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""GAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784263047,159.5,1
26JUL17KUMBOO,ATP_CHALL,PARTIAL_FOR_REASON,exact,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""BOO"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""KUM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784272640,190.1,2
26JUL17NAPVIL,ATP_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""NAP"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""VIL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784294149,63.1,0
26JUL17SMIYUN,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""SMI"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""YUN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784287023,557.3,2
26JUL18CASGEA,ATP_CHALL,PARTIAL_FOR_REASON,exact,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""CAS"": ""STOOD_TOO_DEEP"", ""GEA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784404629,37.4,1
26JUL18DENCOP,ATP_CHALL,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""COP"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""DEN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784349095,401.7,0
26JUL18GENKUM,ATP_CHALL,PARTIAL_FOR_REASON,contradictory,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""GEN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""KUM"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784340761,707.5,4
26JUL18PERIVA,ATP_CHALL,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""IVA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""PER"": ""STOOD_TOO_DEEP""}",PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784386205,,
26JUL19ARSMAR,ATP_CHALL,PARTIAL_FOR_REASON,exact,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ARS"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""MAR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784456565,332.8,0
26JUL19BANZHU,ATP_CHALL,PARTIAL_FOR_REASON,exact,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""BAN"": ""STOOD_TOO_DEEP"", ""ZHU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784438227,555.4,1
